OrthoGroup	t	S	N	dNdS	dN	dS
OG0010956	0.0193	370.4	2758.6	1	0.0064	0.0064
OG0010957	0.0518	379.4	883.6	1	0.0173	0.0173
OG0010958	0.0232	354.7	698.3	1	0.0077	0.0077
OG0010959	0.0434	138.1	434.9	1	0.0145	0.0145
OG0010960	0.0842	222.6	515.4	1	0.0281	0.0281
OG0010961	0.0792	297.4	1070.6	1	0.0264	0.0264
OG0010962	0.0235	1227.4	3173.6	1	0.0078	0.0078
OG0010963	0.0381	357.5	1085.5	1	0.0127	0.0127
OG0010965	0.0299	703.4	1657.6	1	0.01	0.01
OG0010967	0.0944	445	1427	1	0.0315	0.0315
OG0010968	0.2966	126.3	389.7	1	0.0989	0.0989
OG0010969	0.0791	154	353	1	0.0264	0.0264
OG0010970	0.0616	287.7	621.3	1	0.0205	0.0205
OG0010971	0.0475	359.7	681.3	1	0.0158	0.0158
OG0010972	0.0379	879.1	2213.9	1	0.0126	0.0126
OG0010973	0.0273	385.3	1171.7	1	0.0091	0.0091
OG0010974	0.4965	80.7	219.3	1	0.1655	0.1655
OG0010975	2.7252	97	230	1	0.9084	0.9084
OG0010976	0.0754	76.8	250.2	1	0.0251	0.0251
OG0010977	0.0313	668.5	1668.5	1	0.0104	0.0104
OG0010978	0.0937	102.8	260.2	1	0.0312	0.0312
OG0010979	0.0387	393.5	953.5	1	0.0129	0.0129
OG0010980	0.1545	220.2	538.8	1	0.0515	0.0515
OG0010981	0.0425	368.1	1005.9	1	0.0142	0.0142
OG0010982	0.0204	367.9	1126.1	1	0.0068	0.0068
OG0010983	0.0351	292.8	673.2	1	0.0117	0.0117
OG0010985	0.0412	771.3	1904.7	1	0.0137	0.0137
OG0010986	0.0217	162.5	398.5	1	0.0072	0.0072
OG0010987	0.2325	131.7	324.3	1	0.0775	0.0775
OG0010988	0.0509	1008.2	2687.8	1	0.017	0.017
OG0010989	0.077	90.5	431.5	1	0.0257	0.0257
OG0010990	0.0544	235.7	616.3	1	0.0181	0.0181
OG0010991	0.0207	303.5	872.5	1	0.0069	0.0069
OG0010992	0.1449	323.9	939.1	1	0.0483	0.0483
OG0010993	0.0153	154.3	436.7	1	0.0051	0.0051
OG0010994	0.0328	307	626	1	0.0109	0.0109
OG0010995	0.0276	124.2	316.8	1	0.0092	0.0092
OG0010996	0.0616	883.9	2407.1	1	0.0205	0.0205
OG0010997	0.0807	1143.5	2801.5	1	0.0269	0.0269
OG0010998	0.0525	696.5	2408.5	1	0.0175	0.0175
OG0010999	0.0639	413.7	825.3	1	0.0213	0.0213
OG0011000	0.053	286.4	868.6	1	0.0177	0.0177
OG0011001	0.0767	449.9	1737.1	1	0.0256	0.0256
OG0011002	0.0439	148.3	343.7	1	0.0146	0.0146
OG0011003	0.0323	470.6	1242.4	1	0.0108	0.0108
OG0011004	0.1118	223.5	613.5	1	0.0373	0.0373
OG0011006	0.0423	281.7	741.3	1	0.0141	0.0141
OG0011007	0.0403	751.4	1849.6	1	0.0134	0.0134
OG0011008	0.1103	78.7	236.3	1	0.0368	0.0368
OG0011009	0.036	602.9	1686.1	1	0.012	0.012
OG0011010	0.0205	108.8	191.2	1	0.0068	0.0068
OG0011011	0.0255	348.3	953.7	1	0.0085	0.0085
OG0011012	0.0107	403.3	730.7	1	0.0036	0.0036
OG0011013	0.0589	377.5	1032.5	1	0.0196	0.0196
OG0011014	0.0755	177	483	1	0.0252	0.0252
OG0011015	0.0103	434.3	1044.7	1	0.0034	0.0034
OG0011016	0.0151	465.8	1754.2	1	0.005	0.005
OG0011017	0.0399	171.8	830.2	1	0.0133	0.0133
OG0011018	0.1256	499.7	1414.3	1	0.0419	0.0419
OG0011019	0.0444	340.5	1594.5	1	0.0148	0.0148
OG0011020	0.0114	366.5	962.5	1	0.0038	0.0038
OG0011021	0.0755	256.9	610.1	1	0.0252	0.0252
OG0011022	2.0796	102.8	233.2	1	0.6932	0.6932
OG0011023	0.0245	80.3	291.7	1	0.0082	0.0082
OG0011024	0.0273	71.8	264.2	1	0.0091	0.0091
OG0011025	0.0307	84.5	413.5	1	0.0102	0.0102
OG0011026	0.0496	229.2	766.8	1	0.0165	0.0165
OG0011027	0.0236	269.6	636.4	1	0.0079	0.0079
OG0011028	0.1204	216.2	539.8	1	0.0401	0.0401
OG0011029	0.0171	863.6	2349.4	1	0.0057	0.0057
OG0011030	0.0711	215.8	783.2	1	0.0237	0.0237
OG0011031	0.0638	766.6	1843.4	1	0.0213	0.0213
OG0011032	0.0401	575.7	1566.3	1	0.0134	0.0134
OG0011033	0.0557	303.3	854.7	1	0.0186	0.0186
OG0011034	0.0245	692.3	2043.7	1	0.0082	0.0082
OG0011035	0.0875	343.7	613.3	1	0.0292	0.0292
OG0011036	0.0558	145.3	790.7	1	0.0186	0.0186
OG0011037	0.0904	274.7	757.3	1	0.0301	0.0301
OG0011038	0.0897	230.1	537.9	1	0.0299	0.0299
OG0011039	0.1045	127.6	322.4	1	0.0348	0.0348
OG0011040	0.0337	457.2	1069.8	1	0.0112	0.0112
OG0011042	0.0222	150.7	398.3	1	0.0074	0.0074
OG0011043	0.0362	130.7	292.3	1	0.0121	0.0121
OG0011044	0.0212	482.5	1098.5	1	0.0071	0.0071
OG0011045	0.0384	631.1	1828.9	1	0.0128	0.0128
OG0011046	0.0498	739.2	2098.8	1	0.0166	0.0166
OG0011047	0.032	283.2	1045.8	1	0.0107	0.0107
OG0011048	0.0492	685.5	1810.5	1	0.0164	0.0164
OG0011049	0.0175	132.4	389.6	1	0.0058	0.0058
OG0011050	0.0487	387.3	944.7	1	0.0162	0.0162
OG0011051	0.0942	279.4	782.6	1	0.0314	0.0314
OG0011052	0.0291	216.8	521.2	1	0.0097	0.0097
OG0011053	0.0325	397.9	1018.1	1	0.0108	0.0108
OG0011054	0.0646	293.2	807.8	1	0.0215	0.0215
OG0011055	0.0458	322.5	748.5	1	0.0153	0.0153
OG0011056	0.0932	355.8	1141.2	1	0.0311	0.0311
OG0011057	0.0285	327.2	857.8	1	0.0095	0.0095
OG0011058	0.1177	205.1	589.9	1	0.0392	0.0392
OG0011059	0.1966	178.1	565.9	1	0.0655	0.0655
OG0011060	0.0832	359	835	1	0.0277	0.0277
OG0011061	0.0225	311	1039	1	0.0075	0.0075
OG0011062	0.0281	192.1	458.9	1	0.0094	0.0094
OG0011063	0.0408	296.5	687.5	1	0.0136	0.0136
OG0011066	0.0302	452	1474	1	0.0101	0.0101
OG0011067	0.0272	115.2	223.8	1	0.0091	0.0091
OG0011068	0.0266	339.6	812.4	1	0.0089	0.0089
OG0011069	0.0594	133.2	283.8	1	0.0198	0.0198
OG0011070	0.0291	737.2	1878.8	1	0.0097	0.0097
OG0011071	0.0904	229	824	1	0.0301	0.0301
OG0011072	0.0784	405.1	1007.9	1	0.0261	0.0261
OG0011073	0.0493	88.1	472.9	1	0.0164	0.0164
OG0011074	0.0381	1019.1	2883.9	1	0.0127	0.0127
OG0011075	0.5885	85.5	211.5	1	0.1962	0.1962
OG0011076	0.0412	893.6	2241.4	1	0.0137	0.0137
OG0011077	0.0511	469.3	985.7	1	0.017	0.017
OG0011078	0.045	217.1	601.9	1	0.015	0.015
OG0011079	0.0791	497.6	1302.4	1	0.0264	0.0264
OG0011080	0.0399	441	942	1	0.0133	0.0133
OG0011081	0.6712	114.5	266.5	1	0.2237	0.2237
OG0011082	0.0631	153.3	434.7	1	0.021	0.021
OG0011083	0.0474	337.2	832.8	1	0.0158	0.0158
OG0011084	0.0401	232.7	685.3	1	0.0134	0.0134
OG0011085	0.0427	1493	4525	1	0.0142	0.0142
OG0011086	0.0689	381.7	1004.3	1	0.023	0.023
OG0011087	0.0409	452.6	912.4	1	0.0136	0.0136
OG0011088	0.0845	377.7	1026.3	1	0.0282	0.0282
OG0011089	0.1543	111.4	257.6	1	0.0514	0.0514
OG0011090	0.0538	489.9	1394.1	1	0.0179	0.0179
OG0011092	0.0968	140.8	474.2	1	0.0323	0.0323
OG0011093	0.0442	531.2	1355.8	1	0.0147	0.0147
OG0011096	0.0522	286.2	883.8	1	0.0174	0.0174
OG0011097	0.057	552.3	1604.7	1	0.019	0.019
OG0011098	0.0355	598.3	1465.7	1	0.0118	0.0118
OG0011099	0.0261	395	1126	1	0.0087	0.0087
OG0011100	0.0297	354.6	974.4	1	0.0099	0.0099
OG0011101	0.035	205	665	1	0.0117	0.0117
OG0011102	0.0757	109.4	220.6	1	0.0252	0.0252
OG0011103	0.0227	259.5	682.5	1	0.0076	0.0076
OG0011104	0.1234	223.7	607.3	1	0.0411	0.0411
OG0011105	0.0918	464	1231	1	0.0306	0.0306
OG0011106	0.0453	122	352	1	0.0151	0.0151
OG0011107	0.0132	262.5	886.5	1	0.0044	0.0044
OG0011108	0.0125	234.8	740.2	1	0.0042	0.0042
OG0011109	0.0912	516.7	1478.3	1	0.0304	0.0304
OG0011110	0.077	211.5	511.5	1	0.0257	0.0257
OG0011111	0.0377	597.3	1514.7	1	0.0126	0.0126
OG0011112	0.1418	105.9	206.1	1	0.0473	0.0473
OG0011113	0.038	256.8	715.2	1	0.0127	0.0127
OG0011114	0.044	499.9	1246.1	1	0.0147	0.0147
OG0011115	0.0677	152.2	393.8	1	0.0226	0.0226
OG0011116	0.147	324.5	1391.5	1	0.049	0.049
OG0011117	0.0606	193	557	1	0.0202	0.0202
OG0011118	0.0402	406.1	1054.9	1	0.0134	0.0134
OG0011119	0.0247	907.1	1945.9	1	0.0082	0.0082
OG0011120	0.0286	439.9	955.1	1	0.0095	0.0095
OG0011121	0.0964	339.1	1241.9	1	0.0321	0.0321
OG0011122	0.0341	882.7	2159.3	1	0.0114	0.0114
OG0011124	0.0117	179.3	597.7	1	0.0039	0.0039
OG0011125	0.035	521.3	1218.7	1	0.0117	0.0117
OG0011126	0.125	109.8	271.2	1	0.0417	0.0417
OG0011127	0.0682	225.5	635.5	1	0.0227	0.0227
OG0011128	0.0564	907.9	2242.1	1	0.0188	0.0188
OG0011129	0.0164	90.7	281.3	1	0.0055	0.0055
OG0011130	0.0437	496.4	1186.6	1	0.0146	0.0146
OG0011131	0.0542	302.7	723.3	1	0.0181	0.0181
OG0011132	0.1269	126.8	317.2	1	0.0423	0.0423
OG0011133	0.0615	236	820	1	0.0205	0.0205
OG0011134	0.02	382.5	841.5	1	0.0067	0.0067
OG0011135	0.0839	261.5	743.5	1	0.028	0.028
OG0011136	0.0363	433.1	1426.9	1	0.0121	0.0121
OG0011137	0.0584	288.4	662.6	1	0.0195	0.0195
OG0011139	0.0304	585.9	1334.1	1	0.0101	0.0101
OG0011140	0.046	573.6	1436.4	1	0.0153	0.0153
OG0011141	0.076	309.8	950.2	1	0.0253	0.0253
OG0011142	0.074	951.1	2264.9	1	0.0247	0.0247
OG0011143	0.0663	101.7	219.3	1	0.0221	0.0221
OG0011144	0.0307	531.7	1178.3	1	0.0102	0.0102
OG0011145	0.0625	2165.6	4347.4	1	0.0208	0.0208
OG0011147	0.0254	668.3	1623.7	1	0.0085	0.0085
OG0011148	0.0583	572.7	1440.3	1	0.0194	0.0194
OG0011149	0.0325	789.6	2309.4	1	0.0108	0.0108
OG0011150	0.0413	282.5	608.5	1	0.0138	0.0138
OG0011151	0.0553	314.3	1356.7	1	0.0184	0.0184
OG0011152	0.0952	98.1	231.9	1	0.0317	0.0317
OG0011153	0.0426	113.8	390.2	1	0.0142	0.0142
OG0011154	0.014	216.2	653.8	1	0.0047	0.0047
OG0011155	0.0581	102.8	215.2	1	0.0194	0.0194
OG0011156	0.3909	227.2	750.8	1	0.1303	0.1303
OG0011157	0.0512	82.3	217.7	1	0.0171	0.0171
OG0011158	0.0176	141.8	377.2	1	0.0059	0.0059
OG0011159	0.0959	178.2	469.8	1	0.032	0.032
OG0011160	0.0272	282.1	722.9	1	0.0091	0.0091
OG0011161	0.0398	298.5	616.5	1	0.0133	0.0133
OG0011162	0.0252	141	462	1	0.0084	0.0084
OG0011163	0.0833	426	1269	1	0.0278	0.0278
OG0011164	0.0406	239.6	510.4	1	0.0135	0.0135
OG0011165	0.0448	113.7	294.3	1	0.0149	0.0149
OG0011166	0.0667	236.1	639.9	1	0.0222	0.0222
OG0011167	0.0478	743.4	1875.6	1	0.0159	0.0159
OG0011168	0.0285	223.3	742.7	1	0.0095	0.0095
OG0011169	0.0457	89	247	1	0.0152	0.0152
OG0011170	0.0508	81.6	221.4	1	0.0169	0.0169
OG0011171	0.0532	464.7	1215.3	1	0.0177	0.0177
OG0011172	0.0519	444.1	1265.9	1	0.0173	0.0173
OG0011173	0.1454	336	900	1	0.0485	0.0485
OG0011174	0.0298	260.1	657.9	1	0.0099	0.0099
OG0011175	0.032	279.6	674.4	1	0.0107	0.0107
OG0011176	0.0373	484.5	1315.5	1	0.0124	0.0124
OG0011178	0.0933	73.5	229.5	1	0.0311	0.0311
OG0011179	0.0374	426.5	1298.5	1	0.0125	0.0125
OG0011180	0.0564	500.6	1296.4	1	0.0188	0.0188
OG0011181	0.1129	187.4	613.6	1	0.0376	0.0376
OG0011183	0.0309	454.5	2317.5	1	0.0103	0.0103
OG0011184	0.0979	386.1	1038.9	1	0.0326	0.0326
OG0011185	0.0422	201.1	527.9	1	0.0141	0.0141
OG0011186	0.0172	359.5	1053.5	1	0.0057	0.0057
OG0011187	0.1825	173	643	1	0.0608	0.0608
OG0011188	0.0705	384.4	842.6	1	0.0235	0.0235
OG0011189	0.0265	774.9	2090.1	1	0.0088	0.0088
OG0011190	0.0527	614.9	1668.1	1	0.0176	0.0176
OG0011191	0.1758	131.6	279.4	1	0.0586	0.0586
OG0011192	0.0353	850.7	2002.3	1	0.0118	0.0118
OG0011193	0.0444	228.3	530.7	1	0.0148	0.0148
OG0011194	0.0089	167.8	513.2	1	0.003	0.003
OG0011195	0.0466	574.2	1483.8	1	0.0155	0.0155
OG0011196	0.1225	183.1	941.9	1	0.0408	0.0408
OG0011197	0.0346	245.8	723.2	1	0.0115	0.0115
OG0011198	0.1321	253.2	1054.8	1	0.044	0.044
OG0011199	0.0397	154.4	385.6	1	0.0132	0.0132
OG0011200	0.0726	331.3	823.7	1	0.0242	0.0242
OG0011201	0.09	413.3	1245.7	1	0.03	0.03
OG0011202	0.0477	308.1	780.9	1	0.0159	0.0159
OG0011203	0.0296	432.5	914.5	1	0.0099	0.0099
OG0011204	0.0464	111.6	284.4	1	0.0155	0.0155
OG0011205	0.0334	1128.4	2975.6	1	0.0111	0.0111
OG0011206	0.0364	431.6	1086.4	1	0.0121	0.0121
OG0011207	0.0412	426.8	989.2	1	0.0137	0.0137
OG0011209	0.0198	237	525	1	0.0066	0.0066
OG0011211	0.0619	108.3	488.7	1	0.0206	0.0206
OG0011212	0.0175	491	913	1	0.0058	0.0058
OG0011213	0	72.6	227.4	1	0	0
OG0011214	0.2376	97.3	271.7	1	0.0792	0.0792
OG0011215	0.0206	572.2	1479.8	1	0.0069	0.0069
OG0011216	0.0184	107.8	225.2	1	0.0061	0.0061
OG0011217	0.0238	944	2152	1	0.0079	0.0079
OG0011218	0.0567	431.6	1182.4	1	0.0189	0.0189
OG0011219	0.0423	235.6	706.4	1	0.0141	0.0141
OG0011220	0.107	385.2	916.8	1	0.0357	0.0357
OG0011221	0.0379	513.9	1115.1	1	0.0126	0.0126
OG0011222	0.0742	152.7	513.3	1	0.0247	0.0247
OG0011223	0.0452	539.3	1500.7	1	0.0151	0.0151
OG0011224	0.0706	80.8	225.2	1	0.0235	0.0235
OG0011225	0.088	170.9	462.1	1	0.0293	0.0293
OG0011226	0.0443	497.5	1179.5	1	0.0148	0.0148
OG0011227	0.0311	171.5	416.5	1	0.0104	0.0104
OG0011228	0.0361	348.9	755.1	1	0.012	0.012
OG0011229	0.132	118.8	379.2	1	0.044	0.044
OG0011230	0.1173	126.4	455.6	1	0.0391	0.0391
OG0011232	0.0715	114.2	401.8	1	0.0238	0.0238
OG0011233	0.1708	128.7	351.3	1	0.0569	0.0569
OG0011234	0.0939	154.7	373.3	1	0.0313	0.0313
OG0011235	0.0569	294.4	785.6	1	0.019	0.019
OG0011236	0.0342	390.1	677.9	1	0.0114	0.0114
OG0011237	0.0378	282.5	1172.5	1	0.0126	0.0126
OG0011238	0.0729	324.1	1112.9	1	0.0243	0.0243
OG0011239	0.0094	288.9	992.1	1	0.0031	0.0031
OG0011240	0.0528	380.8	957.2	1	0.0176	0.0176
OG0011241	0.0347	568.4	1462.6	1	0.0116	0.0116
OG0011242	0.0397	1892.2	4587.8	1	0.0132	0.0132
OG0011243	0.0444	561.7	1697.3	1	0.0148	0.0148
OG0011244	0.0386	252.1	782.9	1	0.0129	0.0129
OG0011245	0.0553	365.7	969.3	1	0.0184	0.0184
OG0011247	0.0455	297	837	1	0.0152	0.0152
OG0011248	0.7374	77.1	249.9	1	0.2458	0.2458
OG0011249	0.0455	949.1	2350.9	1	0.0152	0.0152
OG0011250	0.0169	191.8	351.2	1	0.0056	0.0056
OG0011252	0.0555	436.6	1072.4	1	0.0185	0.0185
OG0011253	0.0497	346.5	586.5	1	0.0166	0.0166
OG0011254	0.0519	571.2	1516.8	1	0.0173	0.0173
OG0011256	0.0494	155.4	285.6	1	0.0165	0.0165
OG0011257	0.0599	269.9	912.1	1	0.02	0.02
OG0011258	0.0748	328.5	802.5	1	0.0249	0.0249
OG0011259	0.0588	627.5	1772.5	1	0.0196	0.0196
OG0011260	0.1026	332.9	1434.1	1	0.0342	0.0342
OG0011261	0.0585	320.4	879.6	1	0.0195	0.0195
OG0011262	0.015	96.5	509.5	1	0.005	0.005
OG0011263	0.0354	581.7	1473.3	1	0.0118	0.0118
OG0011264	0.0316	138.4	632.6	1	0.0105	0.0105
OG0011265	0.0597	261.7	668.3	1	0.0199	0.0199
OG0011266	0.087	420.6	1070.4	1	0.029	0.029
OG0011267	0.0573	176.2	363.8	1	0.0191	0.0191
OG0011268	0.031	400.9	784.1	1	0.0103	0.0103
OG0011269	0.129	211.8	562.2	1	0.043	0.043
OG0011270	0.0352	455.3	1371.7	1	0.0117	0.0117
OG0011271	0.0656	204.7	497.3	1	0.0219	0.0219
OG0011272	0.0448	231.4	659.6	1	0.0149	0.0149
OG0011273	0.0571	301.3	835.7	1	0.019	0.019
OG0011274	0.0804	168.5	332.5	1	0.0268	0.0268
OG0011275	0.0501	190.5	913.5	1	0.0167	0.0167
OG0011277	0.0265	706.4	1492.6	1	0.0088	0.0088
OG0011278	0.0081	136	611	1	0.0027	0.0027
OG0011279	0.0354	268.3	766.7	1	0.0118	0.0118
OG0011280	0.0365	416.6	1011.4	1	0.0122	0.0122
OG0011281	0.0502	388.7	964.3	1	0.0167	0.0167
OG0011282	0.0406	306.6	680.4	1	0.0135	0.0135
OG0011283	0.07	450.5	1226.5	1	0.0233	0.0233
OG0011284	0.0539	557.5	1596.5	1	0.018	0.018
OG0011285	0.0621	201.1	638.9	1	0.0207	0.0207
OG0011286	0.116	152.1	381.9	1	0.0387	0.0387
OG0011287	0.0431	324.8	740.2	1	0.0144	0.0144
OG0011288	0.0722	295.2	820.8	1	0.0241	0.0241
OG0011289	0.0173	333.5	731.5	1	0.0058	0.0058
OG0011290	0.0239	313.6	592.4	1	0.008	0.008
OG0011291	0.0544	388.2	1321.8	1	0.0181	0.0181
OG0011292	0.0441	337.4	643.6	1	0.0147	0.0147
OG0011293	0.0297	140.7	474.3	1	0.0099	0.0099
OG0011294	0.7513	76	215	1	0.2504	0.2504
OG0011295	0.0213	287.3	1005.7	1	0.0071	0.0071
OG0011296	0.0333	402.9	878.1	1	0.0111	0.0111
OG0011298	0.0742	264.8	689.2	1	0.0247	0.0247
OG0011299	0.0755	269.2	756.8	1	0.0252	0.0252
OG0011300	0.0298	241.1	469.9	1	0.0099	0.0099
OG0011301	0.0276	389.2	939.8	1	0.0092	0.0092
OG0011302	0.0523	165.1	425.9	1	0.0174	0.0174
OG0011303	0.573	67.3	190.7	1	0.191	0.191
OG0011304	0.1404	104.5	213.5	1	0.0468	0.0468
OG0011305	0.032	160.6	412.4	1	0.0107	0.0107
OG0011306	0.0868	155	346	1	0.0289	0.0289
OG0011307	0.0264	96.2	251.8	1	0.0088	0.0088
OG0011308	0.1556	460.3	1285.7	1	0.0519	0.0519
OG0011309	0.0474	168.1	416.9	1	0.0158	0.0158
OG0011311	0.0548	260	697	1	0.0183	0.0183
OG0011312	0.0419	388.3	853.7	1	0.014	0.014
OG0011313	0.0423	562.8	1315.2	1	0.0141	0.0141
OG0011315	0.0538	428.2	1179.8	1	0.0179	0.0179
OG0011316	0.0536	157.2	472.8	1	0.0179	0.0179
OG0011317	0.0201	209.2	549.8	1	0.0067	0.0067
OG0011318	0.0467	446.6	1182.4	1	0.0156	0.0156
OG0011319	0.0139	259.2	610.8	1	0.0046	0.0046
OG0011320	0.0173	360.7	860.3	1	0.0058	0.0058
OG0011321	0.0801	281.3	684.7	1	0.0267	0.0267
OG0011322	0.0294	238.9	487.1	1	0.0098	0.0098
OG0011323	0.0182	119	220	1	0.0061	0.0061
OG0011324	0.0523	243.9	992.1	1	0.0174	0.0174
OG0011325	0.0215	144.8	278.2	1	0.0072	0.0072
OG0011326	0.0422	395.9	1122.1	1	0.0141	0.0141
OG0011327	0.0302	371.2	948.8	1	0.0101	0.0101
OG0011329	0.0428	475.4	1390.6	1	0.0143	0.0143
OG0011330	0.0233	640.8	1588.2	1	0.0078	0.0078
OG0011331	0.0208	289.9	592.1	1	0.0069	0.0069
OG0011332	0.0401	742.1	1858.9	1	0.0134	0.0134
OG0011333	0.0662	406.7	1315.3	1	0.0221	0.0221
OG0011334	0.0789	306.8	944.2	1	0.0263	0.0263
OG0011335	0.0262	89.2	255.8	1	0.0087	0.0087
OG0011336	0.0291	676.4	1729.6	1	0.0097	0.0097
OG0011338	0.0764	299.1	795.9	1	0.0255	0.0255
OG0011339	0.0275	267.9	494.1	1	0.0092	0.0092
OG0011340	0.115	145.3	397.7	1	0.0383	0.0383
OG0011341	0.0616	275.9	906.1	1	0.0205	0.0205
OG0011342	0.0493	167.1	456.9	1	0.0164	0.0164
OG0011343	0.0315	432.3	1031.7	1	0.0105	0.0105
OG0011344	0.0281	357.9	842.1	1	0.0094	0.0094
OG0011345	0.0765	165.7	479.3	1	0.0255	0.0255
OG0011346	0.0468	224.4	630.6	1	0.0156	0.0156
OG0011347	0.0288	446.2	1146.8	1	0.0096	0.0096
OG0011348	0.0391	415.8	1078.2	1	0.013	0.013
OG0011349	0.0603	350.4	966.6	1	0.0201	0.0201
OG0011350	0.0162	312.1	635.9	1	0.0054	0.0054
OG0011352	0.054	363.5	953.5	1	0.018	0.018
OG0011353	0.0401	930.8	2297.2	1	0.0134	0.0134
OG0011358	0.0333	556.7	1276.3	1	0.0111	0.0111
OG0011359	0.0797	321.5	845.5	1	0.0266	0.0266
OG0011360	0.0513	278.5	756.5	1	0.0171	0.0171
OG0011362	0.6969	81.3	224.7	1	0.2323	0.2323
OG0011363	0.0823	643.2	1549.8	1	0.0274	0.0274
OG0011364	0.044	395.3	999.7	1	0.0147	0.0147
OG0011365	0.0558	290.4	1146.6	1	0.0186	0.0186
OG0011366	0.0182	478	1208	1	0.0061	0.0061
OG0011367	0.0362	271.3	910.7	1	0.0121	0.0121
OG0011368	0.038	424.8	955.2	1	0.0127	0.0127
OG0011369	0.1319	302.9	720.1	1	0.044	0.044
OG0011370	0.1859	97.9	208.1	1	0.062	0.062
OG0011371	0.1119	334.8	1000.2	1	0.0373	0.0373
OG0011372	0.0801	233.5	537.5	1	0.0267	0.0267
OG0011374	0.1235	287.6	858.4	1	0.0412	0.0412
OG0011375	0.0653	214.7	541.3	1	0.0218	0.0218
OG0011376	0.0424	317.2	699.8	1	0.0141	0.0141
OG0011377	0.1803	308.1	924.9	1	0.0601	0.0601
OG0011378	0.0262	1167.9	2798.1	1	0.0087	0.0087
OG0011379	0.08	620.6	1620.4	1	0.0267	0.0267
OG0011380	0.0453	473.8	951.2	1	0.0151	0.0151
OG0011381	0.1444	183.8	572.2	1	0.0481	0.0481
OG0011382	0.0319	651.2	1742.8	1	0.0106	0.0106
OG0011383	0.0297	449.8	1107.2	1	0.0099	0.0099
OG0011384	0.0409	185	493	1	0.0136	0.0136
OG0011385	0.0435	186.5	440.5	1	0.0145	0.0145
OG0011386	0.0311	480.9	1475.1	1	0.0104	0.0104
OG0011388	0.046	589.8	1456.2	1	0.0153	0.0153
OG0011389	0.0194	243	537	1	0.0065	0.0065
OG0011390	0.0487	306.3	707.7	1	0.0162	0.0162
OG0011391	0.0265	380.5	885.5	1	0.0088	0.0088
OG0011392	0.0184	255	744	1	0.0061	0.0061
OG0011394	0.0904	207.4	581.6	1	0.0301	0.0301
OG0011395	0.0236	209.9	558.1	1	0.0079	0.0079
OG0011396	0.0452	231.2	722.8	1	0.0151	0.0151
OG0011398	0.0469	744.3	1808.7	1	0.0156	0.0156
OG0011399	0.0427	618	1320	1	0.0142	0.0142
OG0011400	0.0313	186.7	500.3	1	0.0104	0.0104
OG0011401	0.0717	94.4	208.6	1	0.0239	0.0239
OG0011402	0.0832	167.8	504.2	1	0.0277	0.0277
OG0011403	0.0318	530.7	1578.3	1	0.0106	0.0106
OG0011404	0.008	123.7	260.3	1	0.0027	0.0027
OG0011405	0.0203	80.8	369.2	1	0.0068	0.0068
OG0011406	0.0454	490.8	1210.2	1	0.0151	0.0151
OG0011407	0.0366	544.3	1294.7	1	0.0122	0.0122
OG0011409	0.0444	376.7	1009.3	1	0.0148	0.0148
OG0011410	0.0487	221.9	597.1	1	0.0162	0.0162
OG0011411	0.0251	378	966	1	0.0084	0.0084
OG0011412	0.0349	187.9	427.1	1	0.0116	0.0116
OG0011413	0.0947	904	2051	1	0.0316	0.0316
OG0011414	0.1003	109.9	292.1	1	0.0334	0.0334
OG0011415	0.047	699	2178	1	0.0157	0.0157
OG0011416	0.0381	444.4	1010.6	1	0.0127	0.0127
OG0011417	0.0366	154.7	352.3	1	0.0122	0.0122
OG0011418	0.0387	288.9	665.1	1	0.0129	0.0129
OG0011419	0.2709	105.3	314.7	1	0.0903	0.0903
OG0011420	0.1144	207.5	797.5	1	0.0381	0.0381
OG0011422	0.0609	221	592	1	0.0203	0.0203
OG0011423	0.0579	276.9	770.1	1	0.0193	0.0193
OG0011424	0.0608	278.6	834.4	1	0.0203	0.0203
OG0011425	0.087	193.3	517.7	1	0.029	0.029
OG0011426	0.0701	110.4	285.6	1	0.0234	0.0234
OG0011427	0.064	122.9	219.1	1	0.0213	0.0213
OG0011428	0.0344	113.5	333.5	1	0.0115	0.0115
OG0011429	0.0564	571.4	1561.6	1	0.0188	0.0188
OG0011430	0.0486	328.9	943.1	1	0.0162	0.0162
OG0011431	0.0799	170.1	414.9	1	0.0266	0.0266
OG0011434	0.0303	475.4	1744.6	1	0.0101	0.0101
OG0011435	0.0079	97.5	289.5	1	0.0026	0.0026
OG0011436	0.0384	482.7	1578.3	1	0.0128	0.0128
OG0011437	0.1676	78.8	278.2	1	0.0559	0.0559
OG0011439	0.0801	149.7	543.3	1	0.0267	0.0267
OG0011440	0.1143	501.8	1484.2	1	0.0381	0.0381
OG0011441	0.3055	135.8	494.2	1	0.1018	0.1018
OG0011442	0.0256	375.7	938.3	1	0.0085	0.0085
OG0011443	0.0767	101.7	261.3	1	0.0256	0.0256
OG0011444	0.0319	760.4	1738.6	1	0.0106	0.0106
OG0011445	0.0591	179.7	498.3	1	0.0197	0.0197
OG0011447	0.0248	399.9	1319.1	1	0.0083	0.0083
OG0011448	0.0283	392	1225	1	0.0094	0.0094
OG0011449	0.0612	184.5	571.5	1	0.0204	0.0204
OG0011450	0.0217	380.8	753.2	1	0.0072	0.0072
OG0011451	0.041	487.5	1081.5	1	0.0137	0.0137
OG0011452	1.0018	46.5	142.5	1	0.3339	0.3339
