OrthoGroup	t	S	N	dNdS	dN	dS
OG0011081	0.6846	113.6	267.4	0.56	0.1849	0.3301
OG0011082	0.0648	145.3	442.7	0.294	0.0136	0.0461
OG0011083	0.0475	322.2	847.8	0.3722	0.0108	0.0291
OG0011084	0.04	225.6	692.4	0.2344	0.0074	0.0315
OG0011085	0.0438	1411.8	4606.2	0.223	0.008	0.036
OG0011086	0.0714	354.2	1031.8	0.1501	0.0097	0.0648
OG0011087	0.0415	433.7	931.3	0.0902	0.0033	0.0365
OG0011088	0.0863	366.7	1037.3	0.1962	0.0139	0.0708
OG0011089	0.1544	111.2	257.8	0.9279	0.0503	0.0542
OG0011090	0.0544	473.7	1410.3	0.3468	0.0123	0.0355
OG0011092	0.0979	135.9	479.1	0.3232	0.0223	0.069
OG0011093	0.0446	504.7	1382.3	0.2072	0.0074	0.0355
OG0011096	0.0534	255.4	914.6	0.1436	0.0077	0.0539
OG0011097	0.0588	522.2	1634.8	0.2096	0.0102	0.0489
OG0011098	0.0364	570.8	1493.2	0.1479	0.0047	0.0317
OG0011099	0.0265	359.3	1161.7	0.0901	0.0026	0.029
OG0011100	0.0314	299.8	1029.2	0.0225	0.001	0.0431
OG0011101	0.0364	183.4	686.6	0.1061	0.0044	0.0411
OG0011102	0.0803	103.6	226.4	0.0588	0.0044	0.0756
OG0011103	0.0241	243	699	0.001	0	0.0311
OG0011104	0.1248	219.7	611.3	0.4584	0.0317	0.0691
OG0011105	0.0923	449.3	1245.7	0.4418	0.0231	0.0522
OG0011106	0.0464	116.1	357.9	0.1237	0.0057	0.0457
OG0011107	0.0147	231.3	917.7	0.001	0	0.0242
OG0011108	0.0137	205.4	769.6	0.001	0	0.0215
OG0011109	0.0918	499.4	1495.6	0.4434	0.0233	0.0525
OG0011110	0.0787	203.8	519.2	0.3565	0.0174	0.0488
OG0011111	0.0386	562.8	1549.2	0.1266	0.0045	0.0358
OG0011112	0.1425	106.1	205.9	2.8024	0.0608	0.0217
OG0011113	0.039	236	736	0.1501	0.0055	0.0364
OG0011114	0.0457	451	1295	0.0444	0.0023	0.0523
OG0011115	0.0676	152.4	393.6	1.1228	0.0233	0.0207
OG0011116	0.1484	311	1405	0.2995	0.0347	0.116
OG0011117	0.0591	160.4	589.6	0.0736	0.0053	0.0724
OG0011118	0.0407	386.7	1074.3	0.2499	0.0076	0.0302
OG0011119	0.0249	819.8	2033.2	0.001	0	0.0288
OG0011120	0.0288	431.9	963.1	0.0802	0.0021	0.0263
OG0011121	0.0964	339	1242	0.2834	0.0208	0.0735
OG0011122	0.0346	831.5	2210.5	0.2826	0.0068	0.0241
OG0011124	0.0121	164.7	612.3	0.125	0.0016	0.013
OG0011125	0.0352	503.9	1236.1	0.3279	0.0074	0.0224
OG0011126	0.125	109.9	271.1	1.0615	0.0424	0.0399
OG0011127	0.0712	193.4	667.6	0.1206	0.009	0.0746
OG0011128	0.0575	793.5	2356.5	0.1028	0.006	0.0583
OG0011129	0.0175	76	296	0.001	0	0.0284
OG0011130	0.0441	474.1	1208.9	0.1569	0.0059	0.0373
OG0011131	0.0553	287.3	738.7	0.1062	0.0055	0.0517
OG0011132	0.1295	124	320	0.354	0.0286	0.0807
OG0011133	0.0613	231.1	824.9	0.256	0.0125	0.0488
OG0011134	0.02	373.8	850.2	0.4342	0.0048	0.011
OG0011135	0.0881	235.4	769.6	0.0485	0.0053	0.1083
OG0011136	0.037	426	1434	0.001	0.0001	0.0536
OG0011137	0.0584	284.6	666.4	0.5345	0.0154	0.0289
OG0011139	0.0306	547.2	1372.8	0.1046	0.003	0.0283
OG0011140	0.0471	503.9	1506.1	0.0637	0.0034	0.0526
OG0011141	0.0796	296.5	963.5	0.156	0.0117	0.0748
OG0011142	0.0745	926.4	2289.6	0.3446	0.016	0.0466
OG0011143	0.0673	100.1	220.9	0.3229	0.0136	0.042
OG0011144	0.0328	509.3	1200.7	0.0801	0.0025	0.0308
OG0011145	0.0631	2157	4356	0.3785	0.0136	0.036
OG0011147	0.026	612	1680	0.0652	0.0018	0.0275
OG0011148	0.0601	540	1473	0.1064	0.0062	0.0579
OG0011149	0.0346	708.7	2390.3	0.0372	0.0017	0.0448
OG0011150	0.0413	289.9	601.1	5.3309	0.0187	0.0035
OG0011151	0.0575	298.3	1372.7	0.115	0.0081	0.0702
OG0011152	0.0953	98	232	0.915	0.0309	0.0338
OG0011153	0.0428	111.3	392.7	0.3683	0.0103	0.0281
OG0011154	0.0147	170.3	699.7	0.001	0	0.0249
OG0011155	0.0581	102.8	215.2	0.9235	0.0189	0.0204
OG0011156	0.3932	225	753	0.6728	0.1179	0.1752
OG0011157	0.0517	81.3	218.7	0.5174	0.0138	0.0266
OG0011158	0.0187	127.7	391.3	0.001	0	0.0252
OG0011159	0.0978	169.3	478.7	0.3733	0.0227	0.0607
OG0011160	0.0282	236.3	768.7	0.0824	0.0026	0.0315
OG0011161	0.0396	291.6	623.4	0.6964	0.0116	0.0166
OG0011162	0.0262	131.2	471.8	0.1696	0.0042	0.0249
OG0011163	0.0839	401.1	1293.9	0.3895	0.0204	0.0524
OG0011164	0.0409	217.8	532.2	0.1015	0.0038	0.0376
OG0011165	0.0476	93.2	314.8	0.001	0.0001	0.0691
OG0011166	0.067	230	646	0.3865	0.0158	0.0408
OG0011167	0.0481	701	1918	0.316	0.0102	0.0322
OG0011168	0.0287	220.2	745.8	0.5558	0.0081	0.0146
OG0011169	0.0475	85.6	250.4	0.2039	0.0079	0.039
OG0011170	0.0512	79.8	223.2	0.5096	0.0136	0.0267
OG0011171	0.0541	446.2	1233.8	0.242	0.0098	0.0407
OG0011172	0.0533	425.2	1284.8	0.281	0.0109	0.0387
OG0011173	0.1454	338.1	897.9	1.1826	0.0506	0.0428
OG0011174	0.0307	236.9	681.1	0.0938	0.0029	0.0313
OG0011175	0.0323	259.4	694.6	0.1567	0.0044	0.0279
OG0011176	0.0386	417.8	1382.2	0.1308	0.0051	0.0387
OG0011178	0.0934	73.5	229.5	1.1485	0.0321	0.028
OG0011179	0.0393	420.1	1304.9	0.115	0.0046	0.0396
OG0011180	0.0581	470.2	1326.8	0.1648	0.0083	0.0505
OG0011181	0.1191	187.1	613.9	0.1046	0.0132	0.1266
OG0011183	0.0316	423.9	2348.1	0.0817	0.0039	0.0474
OG0011184	0.1	360.8	1064.2	0.1931	0.0162	0.0839
OG0011185	0.0443	191.8	537.2	0.0812	0.0037	0.0458
OG0011186	0.0178	320.9	1092.1	0.1626	0.0027	0.0168
OG0011187	0.1833	169.8	646.2	0.3895	0.0461	0.1183
OG0011188	0.0716	380.1	846.9	0.1183	0.0072	0.061
OG0011189	0.0277	685.2	2179.8	0.0911	0.0027	0.03
OG0011190	0.0528	596.5	1686.5	0.404	0.0127	0.0315
OG0011191	0.1756	131.7	279.3	1.0691	0.0598	0.0559
OG0011192	0.0359	798	2055	0.2111	0.0059	0.0277
OG0011193	0.0445	226.7	532.3	0.7081	0.0132	0.0187
OG0011194	0.0092	150.7	530.3	0.001	0	0.0137
OG0011195	0.0477	562.5	1495.5	0.1936	0.0074	0.0384
OG0011196	0.1277	181.4	943.6	0.111	0.0186	0.1674
OG0011197	0.0358	228.8	740.2	0.0653	0.0027	0.0417
OG0011198	0.1338	253.2	1054.8	0.1547	0.0217	0.1401
OG0011199	0.0414	139.3	400.7	0.0539	0.0025	0.0463
OG0011200	0.0735	312.7	842.3	0.243	0.0133	0.0547
OG0011201	0.09	413	1246	0.9702	0.0298	0.0307
OG0011202	0.0488	289.7	799.3	0.236	0.0087	0.037
OG0011203	0.0298	411.8	935.2	0.1915	0.0043	0.0227
OG0011204	0.0508	97.1	298.9	0.001	0.0001	0.0688
OG0011205	0.0339	1055.6	3048.4	0.2032	0.0056	0.0277
OG0011206	0.0365	390.8	1127.2	0.1716	0.0054	0.0316
OG0011207	0.0425	415.5	1000.5	0.1384	0.005	0.0362
OG0011209	0.0199	204.9	557.1	0.001	0	0.0246
OG0011211	0.0659	97.8	499.2	0.0162	0.002	0.1239
OG0011212	0.0176	491	913	0.001	0	0.0167
OG0011213	0	55	245	0.001	0	0
OG0011214	0.2425	95.9	273.1	0.5098	0.0647	0.1268
OG0011215	0.0215	525.9	1526.1	0.0535	0.0013	0.0242
OG0011216	0.0185	107.8	225.2	0.475	0.0045	0.0095
OG0011217	0.0238	886.8	2209.2	0.0796	0.0018	0.0231
OG0011218	0.0582	389.3	1224.7	0.1834	0.0093	0.051
OG0011219	0.0438	225.7	716.3	0.1791	0.007	0.0389
OG0011220	0.1068	380.1	921.9	0.7755	0.0328	0.0423
OG0011221	0.038	503	1126	0.3606	0.0082	0.0227
OG0011222	0.0816	131.3	534.7	0.0303	0.0037	0.1229
OG0011223	0.0465	512.8	1527.2	0.1797	0.0072	0.0402
OG0011224	0.0708	80.4	225.6	0.8102	0.0222	0.0275
OG0011225	0.0881	166.3	466.7	0.6191	0.0253	0.0408
OG0011226	0.0443	491.1	1185.9	0.5127	0.0115	0.0225
OG0011227	0.0333	124	464	0.001	0.0001	0.0525
OG0011228	0.0361	331.2	772.8	0.1279	0.004	0.0309
OG0011229	0.1347	116.4	381.6	0.3604	0.0317	0.088
OG0011230	0.1192	123.2	458.8	0.2875	0.0261	0.0906
OG0011232	0.0741	94.9	421.1	0.1485	0.012	0.081
OG0011233	0.1708	125.8	354.2	0.4153	0.0416	0.1002
OG0011234	0.096	149	379	0.2821	0.0186	0.066
OG0011235	0.0597	288.4	791.6	0.1101	0.0063	0.0573
OG0011236	0.0342	392	676	1.7375	0.0135	0.0078
OG0011237	0.0385	273.5	1181.5	0.1113	0.0051	0.0461
OG0011238	0.0756	304.6	1132.4	0.1983	0.0136	0.0684
OG0011239	0.0101	218.4	1062.6	0.001	0	0.0196
OG0011240	0.0544	356.3	981.7	0.1202	0.0061	0.0511
OG0011241	0.0358	526.8	1504.2	0.0697	0.0027	0.0383
OG0011242	0.0403	1677.7	4802.3	0.1197	0.0046	0.0386
OG0011243	0.0453	540	1719	0.346	0.0104	0.0301
OG0011244	0.039	240	795	0.001	0.0001	0.0559
OG0011245	0.0576	340.1	994.9	0.1288	0.007	0.0547
OG0011247	0.0461	281.6	852.4	0.2822	0.0094	0.0334
OG0011248	0.7556	73.7	253.3	0.4421	0.1961	0.4435
OG0011249	0.0462	896	2404	0.145	0.0059	0.0409
OG0011250	0.0181	191.8	351.2	0.2265	0.0027	0.0121
OG0011252	0.0565	402.3	1106.7	0.1257	0.0066	0.0525
OG0011253	0.0496	348.3	584.7	2.3379	0.021	0.009
OG0011254	0.0534	542.4	1545.6	0.0705	0.004	0.057
OG0011256	0.0499	152.1	288.9	0.2042	0.0071	0.0347
OG0011257	0.0602	267.2	914.8	0.7187	0.0184	0.0257
OG0011258	0.0754	309.1	821.9	0.2133	0.0125	0.0587
OG0011259	0.0606	530.1	1869.9	0.0941	0.0065	0.0686
OG0011260	0.104	326	1441	0.2202	0.021	0.0952
OG0011261	0.0647	243.7	956.3	0.0102	0.001	0.1022
OG0011262	0.0153	96.5	509.5	0.3371	0.0039	0.0115
OG0011263	0.0364	489.3	1565.7	0.0597	0.0026	0.0428
OG0011264	0.0319	136.5	634.5	0.1258	0.0048	0.0379
OG0011265	0.0641	211.4	718.6	0.0327	0.0028	0.0846
OG0011266	0.088	397.7	1093.3	0.346	0.0195	0.0563
OG0011267	0.0574	185.2	354.8	2.09	0.0233	0.0111
OG0011268	0.0319	386.6	798.4	0.001	0	0.0326
OG0011269	0.1296	210	564	0.4423	0.0322	0.0728
OG0011270	0.036	445.5	1381.5	0.3808	0.0086	0.0226
OG0011271	0.0661	201.5	500.5	0.5673	0.0181	0.0319
OG0011272	0.0478	214.9	676.1	0.0518	0.0029	0.0568
OG0011273	0.061	268.6	868.4	0.1129	0.0071	0.063
OG0011274	0.0804	176	325	2.9635	0.0349	0.0118
OG0011275	0.0513	183	921	0.0382	0.0033	0.0866
OG0011277	0.0267	657.7	1541.3	0.0234	0.0007	0.0282
OG0011278	0.0083	131.8	615.2	0.001	0	0.0156
OG0011279	0.0359	248.6	786.4	0.2158	0.0064	0.0296
OG0011280	0.0366	396	1032	0.2649	0.0069	0.026
OG0011281	0.0506	379.5	973.5	0.1771	0.0073	0.0414
OG0011282	0.0424	291.9	695.1	0.0326	0.0014	0.0443
OG0011283	0.071	407.7	1269.3	0.1605	0.0104	0.0649
OG0011284	0.0552	519.3	1634.7	0.1563	0.008	0.0511
OG0011285	0.0627	185.9	654.1	0.244	0.0124	0.0508
OG0011286	0.1152	143.7	390.3	0.3084	0.0239	0.0776
OG0011287	0.0435	309.8	755.2	0.2642	0.008	0.0303
OG0011288	0.0738	283.5	832.5	0.0973	0.0073	0.0753
OG0011289	0.0173	295.5	769.5	0.001	0	0.0208
OG0011290	0.0239	313.6	592.4	0.001	0	0.023
OG0011291	0.0572	378.8	1331.2	0.0091	0.0008	0.0835
OG0011292	0.0447	313.6	667.4	0.001	0	0.0465
OG0011293	0.0315	125	490	0.1132	0.004	0.0358
OG0011294	0.7509	75.7	215.3	0.8451	0.2389	0.2827
OG0011295	0.0217	282.4	1010.6	0.0775	0.002	0.0259
OG0011296	0.0348	371.1	909.9	0.001	0	0.04
OG0011298	0.076	251.7	702.3	0.1794	0.0115	0.064
OG0011299	0.0795	257.5	768.5	0.0581	0.0052	0.0899
OG0011300	0.0305	217	494	0.001	0	0.0332
OG0011301	0.0282	339.4	989.6	0.001	0	0.0367
OG0011302	0.0539	157.8	433.2	0.1455	0.007	0.0481
OG0011303	0.581	66	192	0.473	0.1507	0.3186
OG0011304	0.1409	104	214	0.625	0.0393	0.0628
OG0011305	0.0321	152.4	420.6	0.1802	0.0048	0.0268
OG0011306	0.0881	153.8	347.2	0.2355	0.0147	0.0625
OG0011307	0.0269	99.1	248.9	99	0.0125	0.0001
OG0011308	0.1571	452.6	1293.4	0.4026	0.0378	0.0939
OG0011309	0.0491	159.8	425.2	0.0993	0.0047	0.0474
OG0011311	0.0563	247.6	709.4	0.0209	0.0014	0.0684
OG0011312	0.0429	371.8	870.2	0.0547	0.0023	0.0424
OG0011313	0.0428	524.6	1353.4	0.2332	0.0074	0.0319
OG0011315	0.0542	416.3	1191.7	0.4443	0.0137	0.0307
OG0011316	0.0543	148.1	481.9	0.2447	0.0105	0.0428
OG0011317	0.0207	196.3	562.7	0.0826	0.0018	0.0216
OG0011318	0.0478	398.1	1230.9	0.1725	0.0073	0.0425
OG0011319	0.0143	207.2	662.8	0.001	0	0.0199
OG0011320	0.0181	289.1	931.9	0.001	0	0.0253
OG0011321	0.081	269.1	696.9	0.3388	0.0175	0.0516
OG0011322	0.0297	238.9	487.1	0.1917	0.0041	0.0216
OG0011323	0.018	119	220	0.001	0	0.0171
OG0011324	0.0535	232.2	1003.8	0.0521	0.004	0.0775
OG0011325	0.0213	144.8	278.2	0.2662	0.0037	0.0137
OG0011326	0.0433	343.1	1174.9	0.138	0.006	0.0434
OG0011327	0.0304	346.6	973.4	0.1056	0.0031	0.0297
OG0011329	0.0434	463.7	1402.3	0.3629	0.0101	0.0277
OG0011330	0.0238	577.7	1651.3	0.001	0	0.0305
OG0011331	0.0211	275.6	606.4	0.088	0.0017	0.0189
OG0011332	0.0409	712.6	1888.4	0.2476	0.0074	0.0301
OG0011333	0.0718	375.8	1346.2	0.0298	0.003	0.0991
OG0011334	0.0855	289	962	0.0377	0.0041	0.1097
OG0011335	0.0276	58.8	286.2	0.001	0.0001	0.0536
OG0011336	0.0301	617.3	1788.7	0.0898	0.0028	0.0311
OG0011338	0.077	290.2	804.8	0.4973	0.0202	0.0407
OG0011339	0.0278	267.9	494.1	0.001	0	0.0263
OG0011340	0.1156	142.4	400.6	0.5112	0.0308	0.0603
OG0011341	0.063	258	924	0.2215	0.0119	0.0537
OG0011342	0.0503	146.7	477.3	0.0737	0.0042	0.0575
OG0011343	0.0327	409.6	1054.4	0.1765	0.0047	0.0268
OG0011344	0.0291	330.5	869.5	0.0358	0.0012	0.0322
OG0011345	0.0787	154.4	490.6	0.1338	0.0103	0.0769
OG0011346	0.0486	213.7	641.3	0.0566	0.0031	0.0554
OG0011347	0.0297	421.3	1171.7	0.0849	0.0026	0.0303
OG0011348	0.0406	335.1	1158.9	0.0319	0.0017	0.0544
OG0011349	0.062	281.1	1035.9	0.1141	0.0078	0.0681
OG0011350	0.0161	293.2	654.8	0.001	0	0.0174
OG0011352	0.0541	361.6	955.4	0.6895	0.016	0.0233
OG0011353	0.0401	915.6	2312.4	0.5284	0.0107	0.0202
OG0011358	0.0339	511.2	1321.8	0.0662	0.0023	0.0346
OG0011359	0.0799	319	848	0.6334	0.023	0.0363
OG0011360	0.0513	273.2	761.8	0.1484	0.0068	0.0458
OG0011362	0.7004	81.2	224.8	0.6565	0.205	0.3123
OG0011363	0.0851	603.4	1589.6	0.1017	0.0083	0.0813
OG0011364	0.0447	379.3	1015.7	0.1918	0.007	0.0362
OG0011365	0.0563	280.8	1156.2	0.0875	0.0062	0.0706
OG0011366	0.0188	447.4	1238.6	0.0378	0.0008	0.0214
OG0011367	0.0375	254.1	927.9	0.1408	0.0054	0.0384
OG0011368	0.0396	392.2	987.8	0.0232	0.001	0.0439
OG0011369	0.1315	304.7	718.3	1.3012	0.0471	0.0362
OG0011370	0.1901	97	209	0.4409	0.0452	0.1025
OG0011371	0.1153	316.7	1018.3	0.1193	0.014	0.1171
OG0011372	0.0817	223.1	547.9	0.2076	0.0129	0.0623
OG0011374	0.1325	265	881	0.041	0.0069	0.1682
OG0011375	0.0701	204.3	551.7	0.0222	0.0018	0.0816
OG0011376	0.0425	310.6	706.4	0.3261	0.0087	0.0266
OG0011377	0.1814	303	930	0.6179	0.0525	0.0849
OG0011378	0.0266	1103.4	2862.6	0.1586	0.0036	0.0226
OG0011379	0.0809	594.5	1646.5	0.3761	0.0187	0.0498
OG0011380	0.0464	463.3	961.7	0.1424	0.0052	0.0367
OG0011381	0.1452	180.9	575.1	0.6829	0.0435	0.0638
OG0011382	0.0325	591.7	1802.3	0.1759	0.005	0.0285
OG0011383	0.0306	393.7	1163.3	0.0798	0.0026	0.0326
OG0011384	0.0449	167.4	510.6	0.001	0.0001	0.0604
OG0011385	0.0442	165.9	461.1	0.1737	0.0065	0.0375
OG0011386	0.0314	465.6	1490.4	0.4429	0.0081	0.0182
OG0011388	0.0468	549.7	1496.3	0.2518	0.0087	0.0344
OG0011389	0.0191	205.8	574.2	0.001	0	0.024
OG0011390	0.0495	293.7	720.3	0.0911	0.0042	0.0465
OG0011391	0.0268	355.3	910.7	0.1435	0.0033	0.0232
OG0011392	0.0195	211.4	787.6	0.001	0	0.0306
OG0011394	0.0911	202.6	586.4	0.3828	0.0215	0.0561
OG0011395	0.0238	197.6	570.4	0.0686	0.0018	0.0257
OG0011396	0.0485	216.1	737.9	0.0203	0.0014	0.0668
OG0011398	0.0477	722.9	1830.1	0.3188	0.0099	0.031
OG0011399	0.0434	584.5	1353.5	0.2074	0.0067	0.0324
OG0011400	0.0317	179.5	507.5	0.2535	0.006	0.0235
OG0011401	0.0717	94.5	208.5	1.0655	0.0244	0.0229
OG0011402	0.0839	164.4	507.6	0.4063	0.0206	0.0507
OG0011403	0.0327	452	1657	0.0579	0.0024	0.042
OG0011404	0.008	123.7	260.3	99	0.0039	0
OG0011405	0.0206	77.9	372.1	0.1012	0.0027	0.0267
OG0011406	0.0459	466.7	1234.3	0.1779	0.0067	0.0379
OG0011407	0.0378	500.7	1338.3	0.0784	0.003	0.0383
OG0011409	0.0448	366.3	1019.7	0.4521	0.0113	0.025
OG0011410	0.0541	203.6	615.4	0.001	0.0001	0.0723
OG0011411	0.0256	352.6	991.4	0.0343	0.001	0.0297
OG0011412	0.0346	173.4	441.6	0.0662	0.0023	0.035
OG0011413	0.0951	894.9	2060.1	0.6908	0.0279	0.0404
OG0011414	0.1005	108.8	293.2	0.5839	0.0281	0.0481
OG0011415	0.0477	633.4	2243.6	0.0518	0.0032	0.061
OG0011416	0.0382	440.1	1014.9	0.3426	0.0081	0.0235
OG0011417	0.0367	153.6	353.4	0.428	0.0087	0.0203
OG0011418	0.0388	285.6	668.4	0.3029	0.0077	0.0253
OG0011419	0.2738	103.5	316.5	0.5458	0.0757	0.1388
OG0011420	0.1164	204.5	800.5	0.2576	0.0244	0.0949
OG0011422	0.0612	215.1	597.9	0.3725	0.0141	0.0379
OG0011423	0.0585	222.9	824.1	0.1436	0.0086	0.0598
OG0011424	0.0612	273.4	839.6	0.5397	0.0169	0.0313
OG0011425	0.0897	181.5	529.5	0.081	0.0077	0.0948
OG0011426	0.0728	97.5	298.5	0.0384	0.0034	0.0882
OG0011427	0.0638	120.7	221.3	0.2194	0.0094	0.043
OG0011428	0.0355	109.4	337.6	0.1984	0.0059	0.03
OG0011429	0.0571	538.7	1594.3	0.1461	0.0077	0.0526
OG0011430	0.0484	324.8	947.2	0.0606	0.0033	0.0537
OG0011431	0.0812	167.8	417.2	0.2543	0.0147	0.0578
OG0011434	0.0313	446.8	1773.2	0.024	0.0011	0.0473
OG0011435	0.0078	97.5	289.5	99	0.0035	0
OG0011436	0.0399	415.4	1645.6	0.031	0.0018	0.0588
OG0011437	0.1729	78.5	278.5	0.3377	0.0403	0.1192
OG0011439	0.081	147.6	545.4	0.262	0.0169	0.0644
OG0011440	0.1167	467.2	1518.8	0.263	0.0234	0.0891
OG0011441	0.3156	127.1	502.9	0.3962	0.0805	0.2031
OG0011442	0.0256	372.1	941.9	0.6752	0.0075	0.0111
OG0011443	0.0765	101.9	261.1	1.2822	0.0272	0.0212
OG0011444	0.0323	704	1795	0.1025	0.0031	0.0303
OG0011445	0.0604	174.5	503.5	0.2751	0.012	0.0436
OG0011447	0.0255	380.5	1338.5	0.1982	0.0045	0.0226
OG0011448	0.03	359.7	1257.3	0.0646	0.0024	0.0367
OG0011449	0.0631	174.8	581.2	0.1839	0.0104	0.0564
OG0011450	0.0222	370.2	763.8	0.001	0	0.0227
OG0011451	0.0422	470	1099	0.0952	0.0037	0.0384
OG0011452	1.0829	46.3	142.7	0.3056	0.2319	0.759
OG0011453	0.0522	559.5	1630.5	0.1643	0.0076	0.0461
OG0011454	0.1164	307.3	940.7	0.4063	0.0285	0.0703
OG0011455	0.088	518.9	1239.1	0.3888	0.02	0.0515
OG0011456	0.1235	298.3	856.7	0.1969	0.0201	0.1018
OG0011457	0.0302	564.4	1607.6	0.1662	0.0044	0.0263
OG0011458	0.0412	274.7	745.3	0.001	0.0001	0.0509
OG0011459	0.0535	168.5	473.5	0.4035	0.0129	0.0319
OG0011460	0.0466	538.8	1441.2	0.4223	0.0113	0.0268
OG0011462	0.0254	361.9	676.1	0.001	0	0.0243
OG0011463	0.032	461.7	1233.3	0.0464	0.0016	0.0349
OG0011464	0.0565	103.4	223.6	0.893	0.0182	0.0203
OG0011465	0.0455	193.7	652.3	0.0555	0.0031	0.0558
OG0011466	0.0354	143	388	0.3325	0.0076	0.023
OG0011467	0.0989	216.3	755.7	0.3699	0.0239	0.0646
OG0011468	0.0283	325.6	1030.4	0.001	0	0.0392
OG0011469	0.0507	396.4	1169.6	0.1222	0.006	0.0491
OG0011470	0.0703	192.1	698.9	0.0862	0.0071	0.0827
OG0011471	0.1012	174.6	824.4	0.0912	0.0123	0.1349
OG0011472	0.2823	65	232	0.3259	0.0648	0.1987
OG0011473	0.162	144	426	0.4725	0.0421	0.0892
OG0011474	0.1016	174.9	515.1	0.1822	0.0158	0.0869
OG0011475	0.0099	410.7	810.3	0.001	0	0.0098
OG0011476	0.0325	704.9	2055.1	0.001	0	0.0422
OG0011478	0.0245	347.6	1107.4	0.001	0	0.034
OG0011479	0.0165	126.9	272.1	0.001	0	0.0172
OG0011480	0.0475	367.8	817.2	0.1239	0.005	0.04
OG0011481	0.0429	718.2	2014.8	0.0921	0.004	0.0433
OG0011482	0.044	411.5	1157.5	0.0999	0.0044	0.0436
OG0011483	0.0365	564.7	1475.3	0.221	0.0062	0.0279
OG0011484	0.0734	337.2	1093.8	0.3451	0.0169	0.049
OG0011485	0.1258	162.3	614.7	0.4954	0.0346	0.0698
OG0011486	0.2104	77	238	2.0123	0.08	0.0397
OG0011488	0.0571	408.5	1001.5	0.1198	0.0061	0.0508
OG0011489	0.0564	148.3	457.7	0.2587	0.0111	0.0428
OG0011490	0.0219	437.2	831.8	0.001	0	0.0211
OG0011491	0.0398	552.4	2009.6	0.0173	0.001	0.058
OG0011492	0.0584	227	811	0.0311	0.0025	0.0801
OG0011493	0.1048	215.3	732.7	0.4579	0.0275	0.0601
OG0011494	0.0263	340.8	1363.2	0.1657	0.0044	0.0264
OG0011495	1.2795	80.6	234.4	0.5113	0.3427	0.6701
OG0011496	0.0146	333.3	692.7	0.1244	0.0015	0.0119
OG0011497	0.029	542.3	1971.7	0.0721	0.0026	0.0355
OG0011498	0.0287	413	1129	0.0267	0.0009	0.0333
OG0011499	0.1603	226.2	739.8	0.2971	0.0344	0.1157
OG0011500	2.7131	138	447	0.6119	0.7867	1.2856
OG0011501	0.0535	162.6	401.4	0.001	0.0001	0.0618
OG0011502	0.0268	1624.7	4669.3	0.0938	0.0026	0.0272
OG0011503	0.0476	144.5	311.5	0.1833	0.0066	0.0359
OG0011504	0.1084	88.4	397.6	0.1466	0.0175	0.1197
OG0011505	0.0634	489	1554	0.1518	0.009	0.0595
OG0011506	0.0274	230.7	711.3	0.001	0	0.0372
OG0011507	0.0986	406.4	1111.6	1.0959	0.0337	0.0307
OG0011510	0.1129	244.5	643.5	0.5068	0.0297	0.0586
OG0011511	0.0311	373.3	1210.7	0.1376	0.0042	0.0304
OG0011513	0.0411	310.5	970.5	0.1701	0.0063	0.0369
OG0011516	0.0928	97.3	280.7	0.3714	0.0215	0.058
OG0011517	0.0467	489.7	1598.3	0.0557	0.0031	0.0561
OG0011518	0.0386	104.5	372.5	0.2719	0.0081	0.0298
OG0011519	0.0316	464.7	960.3	0.4814	0.0078	0.0162
OG0011520	0.0542	504.9	1628.1	0.1103	0.0062	0.0563
OG0011521	0.0437	340.7	859.3	0.3446	0.0095	0.0275
OG0011522	0.0535	327	1083	0.2778	0.0111	0.04
OG0011523	0.038	190.4	640.6	0.1818	0.0062	0.0343
OG0011524	1.1896	85	272	0.3664	0.2809	0.7666
OG0011525	0.4935	72.4	230.6	0.9066	0.1605	0.1771
OG0011526	0.0209	500.5	1095.5	0.2631	0.0037	0.0141
OG0011527	0.1176	493.6	1237.4	0.7435	0.0357	0.048
OG0011528	0.0338	671.4	1689.6	0.001	0	0.0395
OG0011529	0.0393	111.9	200.1	1.6808	0.0153	0.0091
OG0011530	0.0424	821.5	2571.5	0.4556	0.011	0.024
OG0011532	0.0564	203.4	555.6	0.0615	0.0037	0.06
OG0011534	0.5956	108.2	410.8	0.9133	0.1947	0.2131
OG0011535	0.0244	846.6	2483.4	0.1196	0.0028	0.0237
OG0011536	0.1335	130.6	334.4	1.449	0.0487	0.0336
OG0011537	0.0323	139	329	0.2869	0.0062	0.0216
OG0011538	0.0701	339.6	836.4	0.0926	0.0061	0.0659
OG0011539	0.0411	758.8	1902.2	0.2026	0.0065	0.0318
OG0011540	0.0519	274.7	805.3	0.2749	0.0104	0.0376
OG0011541	0.0526	231.3	596.7	0.371	0.0119	0.032
OG0011542	0.0623	242.9	777.1	0.0975	0.0065	0.0665
OG0011543	0.1085	353	1099	0.3498	0.0249	0.0712
OG0011544	0.1075	252.5	878.5	0.2114	0.0195	0.0925
OG0011545	0.0266	806.3	2394.7	0.0396	0.0012	0.0315
OG0011546	0.0466	581.5	1389.5	0.0838	0.0037	0.0439
OG0011547	0.0349	509.8	1017.2	0.1504	0.004	0.0268
OG0011548	0.2949	156	387	1.076	0.1003	0.0932
OG0011550	0.0572	319.5	922.5	0.1792	0.0088	0.0489
