OrthoGroup,dNdS,dS,lnL,lnL.null,LRT,p
OG0010504,0.0651,0.0387,-1479.861052,-1488.928236,18.134368,5.77E-05
OG0010505,4.4456,0.0032,-1527.791221,-1529.266194,2.949946,0.114392452
OG0010506,0.5751,0.0402,-1110.173505,-1110.832358,1.317706,0.258722252
OG0010507,0.3184,0.0817,-3110.596901,-3120.509397,19.824992,2.48E-05
OG0010508,0.1624,0.039,-1579.31355,-1585.229082,11.831064,0.001348612
OG0010509,0.001,0.0626,-1294.498657,-1312.963713,36.930112,4.78E-09
OG0010510,0.401,0.0189,-543.184065,-543.574907,0.781684,0.338243516
OG0010511,0.1055,0.0775,-503.640449,-507.647013,8.013128,0.009097904
OG0010512,0.0848,0.0226,-2129.259079,-2136.422943,14.327728,0.000387029
OG0010513,0.3184,0.0542,-1173.337155,-1176.222721,5.771132,0.027911592
OG0010514,0.1896,0.0309,-1348.191029,-1351.84979,7.317522,0.012882208
OG0010515,0.0232,0.0328,-2443.06349,-2457.800945,29.47491,1.99E-07
OG0010516,0.1549,0.0301,-857.17702,-859.797229,5.240418,0.036393824
OG0010517,0.078,0.0546,-4158.167451,-4189.672221,63.00954,1.04E-14
OG0010518,0.9538,0.034,-671.852198,-671.855241,0.006086,0.498480813
OG0010519,0.0334,0.0237,-2508.476846,-2519.530381,22.10707,7.92E-06
OG0010520,0.4066,0.0864,-1502.514282,-1505.615526,6.202488,0.022496598
OG0010521,0.1047,0.0415,-1227.201201,-1232.621081,10.83976,0.002213839
OG0010522,0.0461,0.0208,-1943.103817,-1949.812933,13.418232,0.000609871
OG0010523,0.2403,0.0311,-1297.233277,-1300.000748,5.534942,0.031410339
OG0010524,0.5744,0.7695,-806.674664,-808.820447,4.291566,0.058488204
OG0010525,0.001,0.0219,-941.376645,-946.038473,9.323656,0.004724587
OG0010526,0.001,0.0432,-902.67316,-910.962641,16.578962,0.000125572
OG0010527,4.1451,0.0031,-1349.549946,-1350.791215,2.482538,0.144508611
OG0010528,0.3932,0.0121,-705.830877,-706.085694,0.509634,0.38752916
OG0010529,0.142,0.0507,-2004.186106,-2014.258239,20.144266,2.11E-05
OG0010530,1.047,0.1921,-231.35323,-231.356686,0.006912,0.498274983
OG0010531,0.0677,0.0401,-2852.021716,-2868.629839,33.216246,3.06E-08
OG0010532,0.1676,0.0118,-933.94841,-935.019771,2.142722,0.171271
OG0010533,0.1012,0.0269,-1359.565883,-1364.033709,8.935652,0.005736115
OG0010534,0.3228,0.058,-2804.412916,-2811.571784,14.317736,0.000388967
OG0010535,1.0281,0.0291,-1038.265698,-1038.267246,0.003096,0.499226599
OG0010536,0.0972,0.0464,-1393.848126,-1402.572728,17.449204,8.13E-05
OG0010537,0.3817,0.0492,-1116.575172,-1118.69753,4.244716,0.059874464
OG0010538,0.0575,0.046,-774.828344,-780.688944,11.7212,0.001424767
OG0010539,0.1603,0,-407.057897,-407.057943,9.20E-05,0.499977001
OG0010540,0.1161,0.0278,-1636.042361,-1640.84676,9.608798,0.004096812
OG0010541,0.3169,0.0792,-1690.03752,-1696.382441,12.689842,0.000877821
OG0010542,0.091,0.0301,-2055.092177,-2063.059133,15.933912,0.000173366
OG0010543,0.001,0.0087,-455.665436,-456.702217,2.073562,0.177297143
OG0010545,0.0534,0.0272,-2547.867742,-2558.582399,21.429314,1.11E-05
OG0010546,0.1197,0.0393,-5012.4488,-5035.284542,45.671484,6.05E-11
OG0010547,0.1028,0.0386,-1504.321081,-1511.718287,14.794412,0.000306481
OG0010548,0.4166,0.0871,-1227.47321,-1230.270343,5.594266,0.030492328
OG0010550,0.0685,0.0556,-1645.889917,-1659.704129,27.628424,5.01E-07
OG0010551,0.0361,0.0421,-2504.164891,-2522.698618,37.067454,4.47E-09
OG0010552,0.4823,0.0224,-2550.975273,-2552.344543,2.73854,0.127146263
OG0010553,0.3268,0.0344,-1625.406611,-1628.152959,5.492696,0.032080876
OG0010555,0.1003,0.0464,-2428.862441,-2442.088383,26.451884,9.02E-07
OG0010556,0.0523,0.0489,-2287.352859,-2304.381886,34.058054,2.01E-08
OG0010557,0.001,0.0346,-740.835082,-747.124445,12.578726,0.000927971
OG0010558,0.2487,0.0329,-1528.398876,-1531.200838,5.603924,0.030345435
OG0010559,1.0383,0.0214,-1646.543238,-1646.545678,0.00488,0.498781487
OG0010560,0.132,0.0384,-1538.370568,-1544.547758,12.35438,0.001038127
OG0010561,0.3266,0.0448,-1258.449603,-1261.226122,5.553038,0.03112742
OG0010562,0.4414,0.0819,-833.811681,-835.554623,3.485884,0.087502389
OG0010563,0.0413,0.0238,-1800.651532,-1807.603315,13.903566,0.000478464
OG0010564,0.8116,0.1421,-473.52018,-473.601731,0.163102,0.460842851
OG0010565,0.0709,0.061,-2416.886828,-2433.733054,33.692452,2.41E-08
OG0010566,0.0547,0.0711,-943.321036,-952.691698,18.741324,4.26E-05
OG0010567,0.1137,0.0269,-2931.108526,-2939.525079,16.833106,0.000110588
OG0010568,0.1047,0.0247,-701.057227,-703.06315,4.011846,0.067268031
OG0010569,0.233,0.0304,-3782.3396,-3790.159599,15.639998,0.000200811
OG0010570,0.6487,0.0225,-977.835419,-978.050566,0.430294,0.403211444
OG0010571,0.0471,0.0539,-622.317852,-627.074525,9.513346,0.004297077
OG0010573,0.1276,0.0541,-636.796639,-640.86383,8.134382,0.008562713
OG0010574,0.001,0.0197,-1316.732768,-1322.752445,12.039354,0.001215227
OG0010576,0.2287,0.6405,-2508.776078,-2555.009406,92.466656,4.17E-21
OG0010577,0.116,0.0501,-916.856806,-921.809306,9.905,0.003532861
OG0010580,0.0427,0.052,-877.885298,-885.456538,15.14248,0.000257527
OG0010581,0.0659,0.03,-5703.758394,-5728.515796,49.514804,8.85E-12
OG0010583,0.0349,0.0819,-1874.212935,-1896.849394,45.272918,7.38E-11
OG0010584,0.001,0.0051,-739.03771,-740.059228,2.043036,0.180023986
OG0010585,0.1054,0.0466,-2549.340309,-2564.622421,30.564224,1.15E-07
OG0010586,0.335,0.0344,-1206.889885,-1208.805489,3.831208,0.073626432
OG0010587,0.304,0.0506,-3669.423158,-3678.270001,17.693686,7.19E-05
OG0010588,0.2005,0.0499,-1325.372438,-1330.719979,10.695082,0.002379921
OG0010589,0.1088,0.0356,-1538.820728,-1545.736092,13.830728,0.00049621
OG0010590,0.001,0.0171,-717.617396,-720.460877,5.686962,0.02911132
OG0010591,0.3827,0.0798,-1508.656024,-1511.949067,6.586086,0.018570329
OG0010592,0.328,0.2,-1726.893498,-1738.741608,23.69622,3.58E-06
OG0010593,0.2915,0.0463,-963.436968,-966.064024,5.254112,0.036145487
OG0010594,0.0781,0.0247,-2983.428045,-2994.030389,21.204688,1.24E-05
OG0010595,0.1481,0.0856,-1519.609553,-1530.563855,21.908604,8.74E-06
OG0010598,0.053,0.0476,-2385.1004,-2403.699722,37.198644,4.18E-09
OG0010599,0.001,0.0388,-477.851933,-482.16921,8.634554,0.006668074
OG0010600,0.1808,0.0376,-2365.815134,-2373.751089,15.87191,0.000178825
OG0010601,0.2124,0.0341,-622.990653,-624.812589,3.643872,0.080856186
OG0010602,0.0674,0.028,-959.003632,-962.731141,7.455018,0.012026338
OG0010603,0.6503,0.0576,-2334.338923,-2335.34577,2.013694,0.182684587
OG0010604,0.0742,0.0163,-1586.965349,-1590.943474,7.95625,0.009360354
OG0010605,0.001,0.0302,-521.781056,-525.754613,7.947114,0.00940321
OG0010606,0.286,0.1067,-1481.641693,-1487.558734,11.834082,0.001346579
OG0010607,0.001,0.0521,-1411.667696,-1428.593167,33.850942,2.23E-08
OG0010608,0.2784,0.0167,-471.880949,-472.463341,1.164784,0.279280345
OG0010609,0.1899,0.0759,-1340.47197,-1348.900446,16.856952,0.000109277
OG0010610,99,0.0001,-580.138104,-580.983013,1.689818,0.214798225
OG0010611,0.2545,0.0131,-2114.845315,-2116.461269,3.231908,0.09935051
OG0010612,0.1756,0.0438,-1030.79475,-1034.864795,8.14009,0.00853831
OG0010613,0.001,0.0337,-957.07346,-964.107511,14.068102,0.000440677
OG0010614,0.001,0.0374,-1753.03927,-1767.55329,29.02804,2.49E-07
OG0010616,0.0438,0.0681,-2821.767476,-2854.036746,64.53854,4.84E-15
OG0010617,1.043,0.1442,-522.860549,-522.864057,0.007016,0.498249073
OG0010619,0.1427,0.063,-2830.102597,-2848.760669,37.316144,3.94E-09
OG0010620,0.1425,0.062,-1693.110761,-1704.170065,22.118608,7.87E-06
OG0010621,0.101,0.0312,-1071.480424,-1075.673875,8.386902,0.007547053
OG0010622,0.0539,0.1072,-1219.312231,-1237.059049,35.493636,9.81E-09
OG0010623,0.0455,0.0601,-2195.727299,-2216.992669,42.53074,2.91E-10
OG0010624,0.1711,0.0403,-3583.221067,-3596.987824,27.533514,5.25E-07
OG0010625,0.1138,0.0868,-1027.204316,-1035.832177,17.255722,8.95E-05
OG0010626,0.0764,0.0382,-1271.201956,-1277.808903,13.213894,0.000675475
OG0010627,0.9877,0.0303,-1254.521769,-1254.522134,0.00073,0.499817533
OG0010628,0.3142,0.0309,-3886.027484,-3892.133824,12.21268,0.001114346
OG0010629,0.1825,0.0783,-589.142269,-592.984213,7.683888,0.010725929
OG0010630,0.2158,0.1369,-771.333502,-777.52475,12.382496,0.001023635
OG0010631,0.0349,0.0854,-1344.19323,-1364.070824,39.755188,1.16E-09
OG0010632,0.0328,0.0326,-1837.629801,-1849.042925,22.826248,5.52E-06
OG0010633,0.0488,0.0703,-1106.206518,-1118.368267,24.323498,2.61E-06
OG0010634,0.0958,0.0556,-1102.331143,-1109.994197,15.326108,0.000234935
OG0010635,0.2258,0.0305,-1062.770865,-1065.084258,4.626786,0.049462514
OG0010636,0.0431,0.1086,-1976.949722,-2009.149803,64.400162,5.18E-15
OG0010637,0.0358,0.0292,-1881.058348,-1891.315993,20.51529,1.75E-05
OG0010638,0.0948,0.0478,-1296.920972,-1304.889162,15.93638,0.000173153
OG0010639,0.4675,0.039,-3087.501056,-3090.530881,6.05965,0.024162047
OG0010640,0.2145,0.0418,-2015.932371,-2022.381903,12.899064,0.000790631
OG0010641,0.2658,0.0401,-2000.133384,-2004.964436,9.662104,0.003989062
OG0010642,0.6029,0.0312,-1096.746228,-1097.182169,0.871882,0.323327939
OG0010643,0.001,0.0262,-3736.532035,-3759.931923,46.799776,3.44E-11
OG0010644,0.0807,0.0373,-1978.149398,-1988.648418,20.99804,1.38E-05
OG0010645,0.0372,0.0512,-1068.528826,-1078.047166,19.03668,3.67E-05
OG0010646,0.001,0.0278,-792.338668,-798.003451,11.329566,0.00173295
OG0010647,0.1663,0.0307,-573.118905,-574.523122,2.808434,0.122779627
OG0010648,0.001,0.023,-860.637656,-865.035426,8.79554,0.006152374
OG0010650,0.3837,0.0355,-915.006825,-916.248364,2.483078,0.144469599
OG0010651,0.5539,0.0752,-800.419933,-800.910826,0.981786,0.306039782
OG0010652,0.1265,0.0361,-1244.67668,-1249.652906,9.952452,0.003450027
OG0010653,0.001,0.1259,-1311.679309,-1344.363062,65.367506,3.20E-15
OG0010654,0.1759,0.0339,-2757.545762,-2766.404118,17.716712,7.11E-05
OG0010655,99,0.0001,-459.696491,-460.545647,1.698312,0.213887911
OG0010656,0.001,0.0248,-1257.18167,-1264.720698,15.078056,0.000265957
OG0010658,0.3453,0.5934,-868.593901,-876.790659,16.393516,0.000137773
OG0010659,0.001,0.0613,-913.066498,-925.867412,25.601828,1.38E-06
OG0010660,0.1345,0.0476,-1181.703038,-1187.329174,11.252272,0.001801234
OG0010661,0.0892,0.0316,-635.659757,-638.299003,5.278492,0.035707548
OG0010662,0.3538,0.1365,-545.252237,-547.922228,5.339982,0.034626424
OG0010663,0.0963,0.0711,-2659.591171,-2679.568681,39.95502,1.05E-09
OG0010666,0.1865,0.0281,-2887.34267,-2894.098255,13.51117,0.000582179
OG0010667,0.181,0.0305,-2328.070035,-2333.973599,11.807128,0.001364849
OG0010668,0.2618,0.0422,-1176.594094,-1179.917815,6.647442,0.018009279
OG0010669,0.0423,0.0347,-1290.295853,-1298.038789,15.485872,0.000216898
OG0010670,0.7869,0.0219,-1380.901392,-1380.991701,0.180618,0.456824412
OG0010671,0.001,0.0388,-1336.747138,-1347.95382,22.413364,6.79E-06
OG0010672,0.1178,0.0484,-5902.552553,-5932.037359,58.969612,7.83E-14
OG0010673,0.2909,0.0155,-1401.585001,-1403.046146,2.92229,0.115985258
OG0010674,2.2607,0.0094,-512.837412,-513.158703,0.642582,0.362606092
OG0010675,0.0874,0.0522,-1692.063083,-1703.398602,22.671038,5.97E-06
OG0010676,0.1464,0.0478,-1668.333849,-1676.212531,15.757364,0.000189366
OG0010677,0.4635,0.0547,-923.194292,-924.411595,2.434606,0.148013739
OG0010678,1.2751,0.0314,-508.912167,-508.976851,0.129368,0.468681812
OG0010679,0.001,0.0544,-2523.144166,-2555.399679,64.511026,4.90E-15
OG0010680,0.1204,0.0437,-1413.409019,-1419.866119,12.9142,0.00078467
OG0010681,0.0292,0.0819,-2198.004077,-2226.303869,56.599584,2.56E-13
OG0010682,0.001,0.0415,-1856.454695,-1874.375303,35.841216,8.24E-09
OG0010683,0.717,0.0225,-1072.450015,-1072.609616,0.319202,0.426241931
OG0010685,0.0746,0.0274,-1870.23316,-1877.420104,14.373888,0.000378199
OG0010686,0.9722,0.2288,-826.043333,-826.04718,0.007694,0.498080195
OG0010689,0.0197,0.0926,-876.815867,-890.568916,27.506098,5.32E-07
OG0010690,0.001,0.0468,-1956.556001,-1977.569935,42.027868,3.74E-10
OG0010691,0.4464,0.2899,-820.380357,-823.673353,6.585992,0.018571202
OG0010692,0.2743,0.0739,-2274.145696,-2283.274995,18.258598,5.42E-05
OG0010693,0.11,0.0366,-1508.207652,-1515.089809,13.764314,0.000512964
OG0010694,0.1079,0.0399,-1402.696593,-1409.621424,13.849662,0.000491535
OG0010695,0.001,0.0542,-1641.196847,-1659.806428,37.219162,4.14E-09
OG0010696,0.0355,0.0526,-2127.340766,-2146.872241,39.06295,1.65E-09
OG0010697,0.2731,0.0517,-1901.275449,-1906.605516,10.660134,0.002421873
OG0010698,0.1453,0.0392,-1578.527048,-1584.219018,11.38394,0.001686471
OG0010699,0.3454,0.0709,-523.968313,-525.505011,3.073396,0.107545079
OG0010700,0.0256,0.1744,-729.270045,-746.940494,35.340898,1.06E-08
OG0010701,0.1786,0.0318,-3353.165345,-3362.784149,19.237608,3.32E-05
OG0010702,0.1276,0.0511,-3126.662003,-3142.77081,32.217614,5.05E-08
OG0010703,0.1524,0.0498,-1591.177892,-1598.886721,15.417658,0.000224423
OG0010704,0.5291,0.0511,-1669.614746,-1671.028964,2.828436,0.121557828
OG0010705,1.0987,0.032,-548.107692,-548.117661,0.019938,0.495040263
OG0010706,0.022,0.0444,-3907.419191,-3939.467379,64.096376,6.03E-15
OG0010707,0.001,0.0281,-756.735278,-761.753558,10.03656,0.003307948
OG0010708,0.075,0.0223,-2108.853261,-2115.13407,12.561618,0.000935943
OG0010709,0.1442,0.0725,-2090.222948,-2104.209738,27.97358,4.21E-07
OG0010710,0.0149,0.0661,-1921.07599,-1945.473556,48.795132,1.27E-11
OG0010711,0.001,0.1027,-1138.101882,-1161.879374,47.554984,2.36E-11
OG0010712,0.0529,0.0173,-1828.536095,-1832.858897,8.645604,0.006631335
OG0010713,0.3225,0.0257,-758.244865,-759.311116,2.132502,0.172148435
OG0010714,0.4237,0.0248,-592.0331,-592.557033,1.047866,0.296093445
OG0010716,0.0102,0.042,-4445.766327,-4485.833076,80.133498,1.99E-18
OG0010717,0.5163,0.0061,-665.492698,-665.599457,0.213518,0.449371122
OG0010718,99,0.0003,-466.487717,-468.49611,4.016786,0.067102084
OG0010719,0.2168,0.028,-2772.982527,-2778.529582,11.09411,0.001949461
OG0010720,0.0408,0.0357,-1220.446291,-1227.298266,13.70395,0.000528683
OG0010721,0.726,0.0199,-1678.419901,-1678.610414,0.381026,0.413267506
OG0010722,0.2054,0.0297,-5363.544235,-5376.05543,25.02239,1.84E-06
OG0010723,0.2606,0.0494,-1269.528739,-1273.413875,7.770272,0.010272517
OG0010724,0.3203,0.0456,-2186.935235,-2191.285244,8.700018,0.006453348
OG0010725,0.2614,0.0371,-1310.235976,-1313.499032,6.526112,0.019135631
OG0010726,0.3029,0.0475,-1391.071225,-1394.159015,6.17558,0.022801312
OG0010728,0.5578,0.0335,-1366.146554,-1366.823106,1.353104,0.254183411
OG0010729,0.001,0,-496.984356,-496.984419,0.000126,0.499968501
OG0010730,0.001,0.0204,-1744.992192,-1753.544465,17.104546,9.66E-05
OG0010731,0.1335,0.0892,-1744.263044,-1760.101727,31.677366,6.61E-08
OG0010734,0.8279,0.3194,-657.978439,-658.160631,0.364384,0.416720652
OG0010735,0.0346,0.0643,-796.884155,-804.937625,16.10694,0.000158998
OG0010736,0.6262,0.0478,-451.183683,-451.417293,0.46722,0.395835254
OG0010737,0.0412,0.0245,-3777.642658,-3793.680509,32.075702,5.42E-08
OG0010738,0.3759,0.1061,-982.319243,-985.392846,6.147206,0.0231271
OG0010739,0.3434,0.033,-1580.51198,-1582.754135,4.48431,0.053114667
OG0010740,0.1655,0.0528,-1715.948621,-1723.487673,15.078104,0.000265951
OG0010741,0.2936,0.059,-1425.721633,-1430.060158,8.67705,0.006527886
OG0010742,0.3499,0.079,-768.251627,-770.300288,4.097322,0.064453698
OG0010743,0.5865,0.0599,-1344.517591,-1345.433511,1.83184,0.20007416
OG0010744,0.001,0.0193,-788.316279,-792.313881,7.995204,0.009179806
OG0010745,0.0489,0.0345,-1130.281977,-1136.554222,12.54449,0.000943993
OG0010746,0.067,0.0315,-4362.15039,-4381.18059,38.0604,2.72E-09
OG0010747,0.3641,0.0341,-3433.470666,-3437.747732,8.554132,0.006941668
OG0010748,0.001,0.0217,-1146.036291,-1152.545286,13.01799,0.000744988
OG0010749,0.195,0.0381,-2205.504786,-2212.710605,14.411638,0.000371127
OG0010750,0.3043,0.0182,-5000.648665,-5005.992294,10.687258,0.002389249
OG0010751,0.3491,0.0375,-871.407573,-872.739554,2.663962,0.131976925
OG0010753,0.3135,0.0539,-1195.923921,-1198.73172,5.615598,0.030168825
OG0010754,0.5828,0.0244,-434.71016,-434.868759,0.317198,0.42666924
OG0010755,0.3967,0.0438,-1771.510948,-1774.158228,5.29456,0.035421823
OG0010756,0.7833,0.212,-1031.781922,-1032.187967,0.81209,0.333140092
OG0010757,1.524,0.0075,-815.908606,-815.985311,0.15341,0.463081516
OG0010759,0.5519,0.0759,-1178.012331,-1179.324758,2.624854,0.134582999
OG0010760,0.3983,0.0226,-1202.729692,-1203.847683,2.235982,0.163467975
OG0010761,0.0794,0.0272,-1686.813416,-1693.2255,12.824168,0.0008208
OG0010762,0.0903,0.0644,-1026.89437,-1035.29429,16.79984,0.000112443
OG0010763,0.789,0.0251,-1493.221108,-1493.330912,0.219608,0.448004868
OG0010764,0.425,0.059,-727.875865,-729.087891,2.424052,0.148796872
OG0010765,0.0742,0.0309,-747.564154,-750.512203,5.896098,0.02622096
OG0010766,0.001,0.0354,-419.679234,-423.463959,7.56945,0.011357554
OG0010767,0.0955,0.0396,-2041.987084,-2052.096345,20.218522,2.04E-05
OG0010768,0.001,0.0584,-1272.16348,-1289.414354,34.501748,1.61E-08
OG0010769,0.0519,0.0624,-660.423926,-667.048052,13.248252,0.00066397
OG0010771,0.05,0.0633,-672.609605,-679.380268,13.541326,0.000573467
OG0010773,0.1785,0.037,-1126.391639,-1129.901855,7.020432,0.014945229
OG0010774,0.001,0.026,-1558.738523,-1567.718553,17.96006,6.29E-05
OG0010775,0.2112,0.0308,-2943.428125,-2950.186177,13.516104,0.000580745
OG0010776,0.712,0.1599,-718.215289,-718.653078,0.875578,0.32273098
OG0010777,0.0398,0.0137,-3811.412644,-3821.335032,19.844776,2.45E-05
OG0010778,0.4343,0.0943,-1894.673326,-1898.840187,8.333722,0.00775042
OG0010779,0.0472,0.116,-2322.801999,-2363.078035,80.552072,1.61E-18
OG0010780,0.4857,0.0155,-2182.517937,-2183.416263,1.796652,0.203625414
OG0010781,0.2249,0.0244,-947.493788,-948.908326,2.829076,0.121518936
OG0010782,0.1131,0.0262,-590.017133,-591.561241,3.088216,0.106751115
OG0010783,0.3753,0.0432,-821.103565,-822.308077,2.409024,0.149919142
OG0010784,0.1738,0.0235,-1887.288849,-1891.388553,8.199408,0.008288791
OG0010785,0.2539,0.0257,-2755.690282,-2760.548263,9.715962,0.003883074
OG0010786,0.2268,0.0391,-568.610899,-570.095078,2.968358,0.113344188
OG0010787,0.3404,0.0387,-3694.386182,-3700.453231,12.134098,0.001159002
OG0010788,0.3003,0.0577,-487.693638,-489.141778,2.89628,0.117503497
OG0010789,0.2814,0.0322,-1157.305037,-1159.664591,4.719108,0.047231172
OG0010790,0.6459,0.0509,-991.683503,-992.123317,0.879628,0.322078111
OG0010791,0.0557,0.0758,-1421.903642,-1438.514971,33.222658,3.05E-08
OG0010792,0.2218,0.0862,-566.157568,-569.538016,6.760896,0.017016102
OG0010793,0.0849,0.0359,-3771.682696,-3789.587034,35.808676,8.38E-09
OG0010794,0.1129,0.0423,-1649.577294,-1657.78643,16.418272,0.000136078
OG0010795,0.3384,0.0174,-1815.136598,-1816.746074,3.218952,0.099996191
OG0010796,0.0231,0.0973,-744.417493,-756.953145,25.071304,1.80E-06
OG0010797,0.2232,0.0914,-1210.978883,-1218.020837,14.083908,0.000437208
OG0010798,0.1159,0.0885,-953.137637,-961.632951,16.990628,0.000102212
OG0010799,0.3669,0.051,-1482.499002,-1485.281757,5.56551,0.030933913
OG0010800,0.3631,0.0774,-1881.449037,-1885.893642,8.88921,0.005870872
OG0010801,0.1662,0.0653,-2296.468378,-2307.496609,22.056462,8.12E-06
OG0010802,0.001,0.0985,-911.768434,-930.201064,36.86526,4.94E-09
OG0010803,0.0851,0.0269,-944.962521,-948.957856,7.99067,0.00920064
OG0010804,0.001,0.0303,-1034.061085,-1041.451717,14.781264,0.000308503
OG0010805,0.2957,0.034,-4729.86938,-4738.230469,16.722178,0.000116895
OG0010806,0.5357,0.0239,-1512.158736,-1512.798179,1.278886,0.263793104
OG0010807,0.07,0.0656,-726.514212,-731.487949,9.947474,0.003458625
OG0010808,0.001,0.0527,-1482.185141,-1497.998184,31.626086,6.78E-08
OG0010809,0.3224,0.0381,-3869.074123,-3876.51423,14.880214,0.000293611
OG0010810,0.001,0.0384,-1861.665444,-1878.192709,33.05453,3.32E-08
OG0010813,0.0206,0.0348,-2652.933497,-2670.321726,34.776458,1.40E-08
OG0010814,2.4862,0.0113,-432.127374,-432.527792,0.800836,0.335019955
OG0010815,0.1843,0.0481,-792.728805,-795.613537,5.769464,0.02793488
OG0010816,0.001,0.0137,-426.817769,-428.275349,2.91516,0.116399484
OG0010817,0.0533,0.0355,-2035.747946,-2047.56428,23.632668,3.69E-06
OG0010821,0.2166,0.0608,-3878.130071,-3895.66569,35.071238,1.21E-08
OG0010822,1.665,0.0389,-478.455746,-478.775698,0.639904,0.363091947
OG0010823,0.5983,0.2593,-787.978565,-789.237813,2.518496,0.141933707
OG0010824,0.2885,0.0529,-736.574586,-738.936903,4.724634,0.047100852
OG0010825,0.4328,0.054,-918.41306,-919.888709,2.951298,0.114315149
OG0010826,0.3702,0.0524,-1182.438888,-1184.922036,4.966296,0.041740008
OG0010827,0.0964,0.0355,-1865.455633,-1874.61939,18.327514,5.24E-05
OG0010828,0.0192,0.0341,-2986.927294,-3007.803025,41.751462,4.29E-10
OG0010829,0.4645,0.1087,-2598.285467,-2603.252264,9.933594,0.003482711
OG0010830,0.1286,0.0561,-1317.701028,-1325.831705,16.261354,0.000147184
OG0010831,0.1412,0.0273,-944.520705,-947.05796,5.07451,0.039541593
OG0010832,0.0372,0.0182,-2754.133501,-2763.120726,17.97445,6.25E-05
OG0010833,0.0128,0.2328,-488.109181,-502.141565,28.064768,4.03E-07
OG0010834,0.3007,0.0379,-1426.718008,-1429.690749,5.945482,0.02558144
OG0010835,0.2235,0.0371,-1461.486777,-1465.421293,7.869032,0.009777581
OG0010836,0.2375,0.4596,-1318.306552,-1336.519031,36.424958,6.16E-09
OG0010837,0.7632,0.22,-580.625392,-580.872045,0.493306,0.390705898
OG0010838,0.1126,0.0267,-3382.122765,-3393.858723,23.471916,4.00E-06
OG0010839,0.1081,0.0996,-1045.613766,-1057.414181,23.60083,3.75E-06
OG0010840,0.1219,0.0379,-857.589849,-861.342154,7.50461,0.0117318
OG0010841,0.001,0.0217,-970.92559,-975.947471,10.043762,0.003296058
OG0010842,0.1469,0.1052,-2194.271558,-2215.28475,42.026384,3.74E-10
OG0010843,0.2734,0.0789,-1947.699369,-1954.966075,14.533412,0.000349204
OG0010844,0.1547,0.0128,-1044.933655,-1046.501909,3.136508,0.104204373
OG0010845,0.0727,0.0541,-992.970225,-1000.331304,14.722158,0.000317756
OG0010846,0.1935,0.0313,-1238.701266,-1241.98292,6.563308,0.018783036
OG0010847,0.2591,0.0383,-1586.939021,-1590.703068,7.528094,0.011594851
OG0010848,0.2489,0.0728,-3788.571907,-3804.216781,31.289748,8.03E-08
OG0010849,0.7555,0.0174,-1414.307155,-1414.427229,0.240148,0.443427404
OG0010850,0.2411,0.0257,-1321.964939,-1324.492057,5.054236,0.039944464
OG0010851,0.416,0.0793,-3611.170627,-3616.969943,11.598632,0.001514813
OG0010852,0.1268,0.0445,-631.968953,-634.85978,5.781654,0.027765135
OG0010853,0.0553,0.0457,-4104.837378,-4135.47515,61.275544,2.47E-14
OG0010854,0.001,0.0981,-755.014499,-769.885748,29.742498,1.74E-07
OG0010855,0.0586,0.0436,-2707.161782,-2724.774388,35.225212,1.12E-08
OG0010856,0.3286,0.049,-1572.042017,-1575.580506,7.076978,0.0145286
OG0010857,0.0317,0.0312,-1879.459032,-1890.142371,21.366678,1.15E-05
OG0010858,0.6232,0.0271,-2059.48544,-2060.111721,1.252562,0.267288099
OG0010859,0.0462,0.0516,-832.817575,-840.146709,14.658268,0.000328071
OG0010860,0.3416,0.0309,-1221.257828,-1223.154041,3.792426,0.075068055
OG0010861,0.6798,0.0282,-982.740872,-982.959815,0.437886,0.401683754
OG0010862,0.4618,0.1332,-3083.455739,-3090.792559,14.67364,0.000325559
OG0010863,0.2018,0.1831,-591.081965,-596.630676,11.097422,0.001946236
OG0010864,0.0963,0.0343,-3501.262603,-3516.830823,31.13644,8.67E-08
OG0010865,0.8642,0.0268,-441.131309,-441.145488,0.028358,0.492960524
OG0010866,0.0856,0.06,-3104.260313,-3128.15656,47.792494,2.09E-11
OG0010867,0.2211,0.0178,-1141.399895,-1143.235516,3.671242,0.079757206
OG0010868,0.001,0.1513,-449.398567,-462.056558,25.315982,1.59E-06
OG0010869,0.001,0.0542,-1011.601857,-1023.569036,23.934358,3.17E-06
OG0010870,0.1201,0.0525,-1894.479214,-1905.653948,22.349468,7.01E-06
OG0010872,0.052,0.0682,-1523.559191,-1538.798576,30.47877,1.20E-07
OG0010873,0.2341,0.0178,-3716.854683,-3721.695465,9.681564,0.003950437
OG0010874,0.001,0.0444,-564.309858,-568.821511,9.023306,0.005490147
OG0010875,0.0586,5.7475,-1162.691361,-1212.422715,99.462708,1.26E-22
OG0010876,0.0779,0.0997,-1003.120275,-1015.29191,24.34327,2.59E-06
OG0010877,0.0859,0.0849,-1712.002806,-1727.278008,30.550404,1.16E-07
OG0010878,0.0339,0.0344,-3064.038282,-3081.212219,34.347874,1.74E-08
OG0010879,0.0877,0.0362,-1297.10562,-1303.993352,13.775464,0.000510113
OG0010880,0.0955,0.0474,-2186.826286,-2199.992308,26.332044,9.57E-07
OG0010881,0.1263,0.0383,-743.360977,-746.000415,5.278876,0.035700693
OG0010882,0.0638,0.0376,-919.090851,-923.611647,9.041592,0.00544018
