Orthogroup	CRCR_fixednames	CRFI_fixednames
OG0010743	CRCR_TRINITY_DN37338_c0_g1::TRINITY_DN37338_c0_g1_i2::g.14150::m.14150	CRFI_TRINITYb_DN22342_c0_g1::TRINITYb_DN22342_c0_g1_i2::g.28495::m.28495
OG0010744	CRCR_TRINITY_DN37340_c0_g1::TRINITY_DN37340_c0_g1_i1::g.14232::m.14232	CRFI_TRINITYb_DN56173_c0_g1::TRINITYb_DN56173_c0_g1_i1::g.37327::m.37327
OG0010745	CRCR_TRINITY_DN37341_c0_g1::TRINITY_DN37341_c0_g1_i1::g.14310::m.14310	CRFI_TRINITYb_DN47173_c0_g1::TRINITYb_DN47173_c0_g1_i1::g.15965::m.15965
OG0010746	CRCR_TRINITY_DN37348_c0_g1::TRINITY_DN37348_c0_g1_i1::g.14200::m.14200	CRFI_TRINITYb_DN25006_c0_g1::TRINITYb_DN25006_c0_g1_i1::g.2106::m.2106
OG0010747	CRCR_TRINITY_DN37349_c0_g1::TRINITY_DN37349_c0_g1_i1::g.14292::m.14292	CRFI_TRINITYb_DN27434_c2_g1::TRINITYb_DN27434_c2_g1_i1::g.29849::m.29849
OG0010748	CRCR_TRINITY_DN37354_c0_g1::TRINITY_DN37354_c0_g1_i1::g.14132::m.14132	CRFI_TRINITYb_DN23527_c0_g1::TRINITYb_DN23527_c0_g1_i5::g.4451::m.4451
OG0010749	CRCR_TRINITY_DN37355_c0_g1::TRINITY_DN37355_c0_g1_i1::g.14141::m.14141	CRFI_TRINITYb_DN25007_c1_g1::TRINITYb_DN25007_c1_g1_i1::g.2162::m.2162
OG0010750	CRCR_TRINITY_DN37356_c0_g1::TRINITY_DN37356_c0_g1_i1::g.14299::m.14299	CRFI_TRINITYb_DN13003_c0_g1::TRINITYb_DN13003_c0_g1_i1::g.23470::m.23470
OG0010751	CRCR_TRINITY_DN37356_c1_g1::TRINITY_DN37356_c1_g1_i1::g.14302::m.14302	CRFI_TRINITYb_DN31841_c3_g1::TRINITYb_DN31841_c3_g1_i1::g.41089::m.41089
OG0010752	CRCR_TRINITY_DN37358_c1_g3::TRINITY_DN37358_c1_g3_i15::g.14147::m.14147, CRCR_TRINITY_DN37358_c1_g3::TRINITY_DN37358_c1_g3_i17::g.14148::m.14148	
OG0010753	CRCR_TRINITY_DN37359_c0_g2::TRINITY_DN37359_c0_g2_i1::g.14231::m.14231	CRFI_TRINITYb_DN32925_c4_g1::TRINITYb_DN32925_c4_g1_i1::g.34958::m.34958
OG0010754	CRCR_TRINITY_DN37362_c1_g1::TRINITY_DN37362_c1_g1_i1::g.14319::m.14319	CRFI_TRINITYb_DN30120_c0_g1::TRINITYb_DN30120_c0_g1_i1::g.12903::m.12903
OG0010755	CRCR_TRINITY_DN37363_c0_g1::TRINITY_DN37363_c0_g1_i1::g.14284::m.14284	CRFI_TRINITYb_DN29870_c0_g1::TRINITYb_DN29870_c0_g1_i1::g.16577::m.16577
OG0010756	CRCR_TRINITY_DN37364_c0_g1::TRINITY_DN37364_c0_g1_i2::g.14280::m.14280	CRFI_TRINITYb_DN19542_c0_g2::TRINITYb_DN19542_c0_g2_i1::g.18398::m.18398
OG0010757	CRCR_TRINITY_DN37365_c0_g1::TRINITY_DN37365_c0_g1_i1::g.14259::m.14259	CRFI_TRINITYb_DN32412_c0_g1::TRINITYb_DN32412_c0_g1_i1::g.47636::m.47636
OG0010758	CRCR_TRINITY_DN37367_c1_g10::TRINITY_DN37367_c1_g10_i1::g.14188::m.14188, CRCR_TRINITY_DN37367_c1_g10::TRINITY_DN37367_c1_g10_i2::g.14189::m.14189	
OG0010759	CRCR_TRINITY_DN37368_c0_g1::TRINITY_DN37368_c0_g1_i1::g.14240::m.14240	CRFI_TRINITYb_DN7595_c0_g1::TRINITYb_DN7595_c0_g1_i1::g.43955::m.43955
OG0010760	CRCR_TRINITY_DN37370_c0_g1::TRINITY_DN37370_c0_g1_i3::g.14164::m.14164	CRFI_TRINITYb_DN29595_c0_g1::TRINITYb_DN29595_c0_g1_i1::g.2536::m.2536
OG0010761	CRCR_TRINITY_DN37372_c0_g2::TRINITY_DN37372_c0_g2_i1::g.14146::m.14146	CRFI_TRINITYb_DN17818_c0_g1::TRINITYb_DN17818_c0_g1_i1::g.10231::m.10231
OG0010762	CRCR_TRINITY_DN37374_c0_g1::TRINITY_DN37374_c0_g1_i1::g.14237::m.14237	CRFI_TRINITYb_DN7003_c0_g1::TRINITYb_DN7003_c0_g1_i1::g.33589::m.33589
OG0010763	CRCR_TRINITY_DN37382_c0_g1::TRINITY_DN37382_c0_g1_i1::g.14143::m.14143	CRFI_TRINITYb_DN23291_c0_g1::TRINITYb_DN23291_c0_g1_i1::g.1024::m.1024
OG0010764	CRCR_TRINITY_DN37385_c0_g2::TRINITY_DN37385_c0_g2_i2::g.14285::m.14285	CRFI_TRINITYb_DN9380_c0_g1::TRINITYb_DN9380_c0_g1_i2::g.6376::m.6376
OG0010765	CRCR_TRINITY_DN37397_c0_g1::TRINITY_DN37397_c0_g1_i1::g.14282::m.14282	CRFI_TRINITYb_DN20764_c0_g1::TRINITYb_DN20764_c0_g1_i1::g.21930::m.21930
OG0010766	CRCR_TRINITY_DN37398_c0_g2::TRINITY_DN37398_c0_g2_i1::g.14318::m.14318	CRFI_TRINITYb_DN55118_c0_g1::TRINITYb_DN55118_c0_g1_i1::g.15838::m.15838
OG0010767	CRCR_TRINITY_DN37399_c0_g1::TRINITY_DN37399_c0_g1_i1::g.14221::m.14221	CRFI_TRINITYb_DN23148_c0_g1::TRINITYb_DN23148_c0_g1_i1::g.26688::m.26688
OG0010768	CRCR_TRINITY_DN37402_c0_g1::TRINITY_DN37402_c0_g1_i1::g.47119::m.47119	CRFI_TRINITYb_DN28550_c0_g1::TRINITYb_DN28550_c0_g1_i1::g.20388::m.20388
OG0010769	CRCR_TRINITY_DN37404_c0_g1::TRINITY_DN37404_c0_g1_i2::g.47124::m.47124	CRFI_TRINITYb_DN28521_c0_g1::TRINITYb_DN28521_c0_g1_i2::g.20527::m.20527
OG0010770	CRCR_TRINITY_DN37404_c0_g1::TRINITY_DN37404_c0_g1_i2::g.47123::m.47123, CRCR_TRINITY_DN37404_c0_g1::TRINITY_DN37404_c0_g1_i4::g.47126::m.47126	
OG0010771	CRCR_TRINITY_DN37404_c0_g1::TRINITY_DN37404_c0_g1_i4::g.47127::m.47127	CRFI_TRINITYb_DN28521_c0_g1::TRINITYb_DN28521_c0_g1_i4::g.20530::m.20530
OG0010772	CRCR_TRINITY_DN37408_c0_g1::TRINITY_DN37408_c0_g1_i1::g.47071::m.47071, CRCR_TRINITY_DN93813_c0_g1::TRINITY_DN93813_c0_g1_i1::g.9373::m.9373	
OG0010773	CRCR_TRINITY_DN37408_c0_g2::TRINITY_DN37408_c0_g2_i2::g.47073::m.47073	CRFI_TRINITYb_DN19409_c0_g1::TRINITYb_DN19409_c0_g1_i1::g.1826::m.1826
OG0010774	CRCR_TRINITY_DN37414_c0_g1::TRINITY_DN37414_c0_g1_i1::g.47019::m.47019	CRFI_TRINITYb_DN26573_c0_g2::TRINITYb_DN26573_c0_g2_i1::g.45927::m.45927
OG0010775	CRCR_TRINITY_DN37416_c0_g1::TRINITY_DN37416_c0_g1_i1::g.47045::m.47045	CRFI_TRINITYb_DN72794_c0_g1::TRINITYb_DN72794_c0_g1_i1::g.37368::m.37368
OG0010776	CRCR_TRINITY_DN37420_c0_g2::TRINITY_DN37420_c0_g2_i1::g.47002::m.47002	CRFI_TRINITYb_DN24489_c0_g1::TRINITYb_DN24489_c0_g1_i1::g.42575::m.42575
OG0010777	CRCR_TRINITY_DN37422_c0_g1::TRINITY_DN37422_c0_g1_i2::g.47137::m.47137	CRFI_TRINITYb_DN18949_c0_g1::TRINITYb_DN18949_c0_g1_i1::g.2253::m.2253
OG0010778	CRCR_TRINITY_DN37423_c0_g2::TRINITY_DN37423_c0_g2_i1::g.47008::m.47008	CRFI_TRINITYb_DN25014_c0_g1::TRINITYb_DN25014_c0_g1_i1::g.2167::m.2167
OG0010779	CRCR_TRINITY_DN37430_c0_g1::TRINITY_DN37430_c0_g1_i1::g.47064::m.47064	CRFI_TRINITYb_DN22620_c0_g1::TRINITYb_DN22620_c0_g1_i1::g.14450::m.14450
OG0010780	CRCR_TRINITY_DN37431_c0_g1::TRINITY_DN37431_c0_g1_i1::g.47142::m.47142	CRFI_TRINITYb_DN23279_c0_g1::TRINITYb_DN23279_c0_g1_i1::g.1049::m.1049
OG0010781	CRCR_TRINITY_DN37438_c1_g1::TRINITY_DN37438_c1_g1_i1::g.47022::m.47022	CRFI_TRINITYb_DN32329_c2_g1::TRINITYb_DN32329_c2_g1_i1::g.22334::m.22334
OG0010782	CRCR_TRINITY_DN37438_c1_g1::TRINITY_DN37438_c1_g1_i1::g.47023::m.47023	CRFI_TRINITYb_DN32329_c2_g1::TRINITYb_DN32329_c2_g1_i1::g.22335::m.22335
OG0010783	CRCR_TRINITY_DN37439_c0_g2::TRINITY_DN37439_c0_g2_i1::g.47021::m.47021	CRFI_TRINITYb_DN20863_c1_g1::TRINITYb_DN20863_c1_g1_i1::g.41928::m.41928
OG0010784	CRCR_TRINITY_DN37441_c0_g1::TRINITY_DN37441_c0_g1_i1::g.47080::m.47080	CRFI_TRINITYb_DN25354_c0_g1::TRINITYb_DN25354_c0_g1_i1::g.16108::m.16108
OG0010785	CRCR_TRINITY_DN37446_c0_g1::TRINITY_DN37446_c0_g1_i1::g.47056::m.47056	CRFI_TRINITYb_DN27617_c0_g1::TRINITYb_DN27617_c0_g1_i1::g.5944::m.5944
OG0010786	CRCR_TRINITY_DN37448_c2_g1::TRINITY_DN37448_c2_g1_i1::g.47004::m.47004	CRFI_TRINITYb_DN24280_c0_g1::TRINITYb_DN24280_c0_g1_i1::g.15200::m.15200
OG0010787	CRCR_TRINITY_DN37449_c0_g1::TRINITY_DN37449_c0_g1_i1::g.47155::m.47155	CRFI_TRINITYb_DN24463_c1_g1::TRINITYb_DN24463_c1_g1_i1::g.42449::m.42449
OG0010788	CRCR_TRINITY_DN3744_c0_g1::TRINITY_DN3744_c0_g1_i1::g.27705::m.27705	CRFI_TRINITYb_DN44607_c0_g1::TRINITYb_DN44607_c0_g1_i1::g.39987::m.39987
OG0010789	CRCR_TRINITY_DN37451_c0_g2::TRINITY_DN37451_c0_g2_i1::g.46987::m.46987	CRFI_TRINITYb_DN27123_c0_g1::TRINITYb_DN27123_c0_g1_i2::g.6245::m.6245
OG0010790	CRCR_TRINITY_DN37452_c0_g1::TRINITY_DN37452_c0_g1_i1::g.47088::m.47088	CRFI_TRINITYb_DN30350_c0_g1::TRINITYb_DN30350_c0_g1_i1::g.30426::m.30426
OG0010791	CRCR_TRINITY_DN37457_c0_g1::TRINITY_DN37457_c0_g1_i1::g.47128::m.47128	CRFI_TRINITYb_DN21686_c0_g1::TRINITYb_DN21686_c0_g1_i1::g.13751::m.13751
OG0010792	CRCR_TRINITY_DN37461_c0_g1::TRINITY_DN37461_c0_g1_i1::g.47074::m.47074	CRFI_TRINITYb_DN32833_c6_g30::TRINITYb_DN32833_c6_g30_i1::g.14573::m.14573
OG0010793	CRCR_TRINITY_DN37464_c0_g1::TRINITY_DN37464_c0_g1_i1::g.47116::m.47116	CRFI_TRINITYb_DN15693_c0_g1::TRINITYb_DN15693_c0_g1_i1::g.17020::m.17020
OG0010794	CRCR_TRINITY_DN37467_c1_g1::TRINITY_DN37467_c1_g1_i1::g.47024::m.47024	CRFI_TRINITYb_DN29770_c0_g1::TRINITYb_DN29770_c0_g1_i1::g.33344::m.33344
OG0010795	CRCR_TRINITY_DN37468_c0_g1::TRINITY_DN37468_c0_g1_i1::g.47146::m.47146	CRFI_TRINITYb_DN29261_c0_g1::TRINITYb_DN29261_c0_g1_i1::g.35896::m.35896
OG0010796	CRCR_TRINITY_DN37470_c0_g1::TRINITY_DN37470_c0_g1_i2::g.47055::m.47055	CRFI_TRINITYb_DN61658_c0_g1::TRINITYb_DN61658_c0_g1_i1::g.26804::m.26804
OG0010797	CRCR_TRINITY_DN37481_c1_g1::TRINITY_DN37481_c1_g1_i1::g.47040::m.47040	CRFI_TRINITYb_DN18837_c0_g1::TRINITYb_DN18837_c0_g1_i1::g.11717::m.11717
OG0010798	CRCR_TRINITY_DN37482_c0_g1::TRINITY_DN37482_c0_g1_i1::g.47011::m.47011	CRFI_TRINITYb_DN1104_c0_g1::TRINITYb_DN1104_c0_g1_i1::g.23640::m.23640
OG0010799	CRCR_TRINITY_DN37485_c0_g1::TRINITY_DN37485_c0_g1_i1::g.47016::m.47016	CRFI_TRINITYb_DN20867_c1_g1::TRINITYb_DN20867_c1_g1_i1::g.41941::m.41941
OG0010800	CRCR_TRINITY_DN37486_c0_g1::TRINITY_DN37486_c0_g1_i1::g.47098::m.47098	CRFI_TRINITYb_DN25863_c1_g1::TRINITYb_DN25863_c1_g1_i1::g.38825::m.38825
OG0010801	CRCR_TRINITY_DN37487_c0_g1::TRINITY_DN37487_c0_g1_i1::g.47151::m.47151	CRFI_TRINITYb_DN28522_c0_g1::TRINITYb_DN28522_c0_g1_i1::g.20545::m.20545
OG0010802	CRCR_TRINITY_DN37489_c0_g1::TRINITY_DN37489_c0_g1_i1::g.47018::m.47018	CRFI_TRINITYb_DN24628_c0_g1::TRINITYb_DN24628_c0_g1_i1::g.34297::m.34297
OG0010803	CRCR_TRINITY_DN37490_c0_g1::TRINITY_DN37490_c0_g1_i1::g.47143::m.47143	CRFI_TRINITYb_DN22236_c0_g1::TRINITYb_DN22236_c0_g1_i1::g.17857::m.17857
OG0010804	CRCR_TRINITY_DN37494_c0_g1::TRINITY_DN37494_c0_g1_i1::g.47141::m.47141	CRFI_TRINITYb_DN24020_c0_g1::TRINITYb_DN24020_c0_g1_i1::g.44030::m.44030
OG0010805	CRCR_TRINITY_DN37499_c0_g2::TRINITY_DN37499_c0_g2_i1::g.47103::m.47103	CRFI_TRINITYb_DN24098_c0_g2::TRINITYb_DN24098_c0_g2_i1::g.44087::m.44087
OG0010806	CRCR_TRINITY_DN37501_c1_g1::TRINITY_DN37501_c1_g1_i1::g.47043::m.47043	CRFI_TRINITYb_DN16542_c0_g1::TRINITYb_DN16542_c0_g1_i1::g.27544::m.27544
OG0010807	CRCR_TRINITY_DN37509_c0_g1::TRINITY_DN37509_c0_g1_i1::g.21862::m.21862	CRFI_TRINITYb_DN21433_c0_g1::TRINITYb_DN21433_c0_g1_i1::g.8545::m.8545
OG0010808	CRCR_TRINITY_DN37514_c0_g1::TRINITY_DN37514_c0_g1_i1::g.21943::m.21943	CRFI_TRINITYb_DN21932_c0_g1::TRINITYb_DN21932_c0_g1_i1::g.19939::m.19939
OG0010809	CRCR_TRINITY_DN37516_c0_g1::TRINITY_DN37516_c0_g1_i1::g.22028::m.22028	CRFI_TRINITYb_DN12549_c0_g2::TRINITYb_DN12549_c0_g2_i1::g.5384::m.5384
OG0010810	CRCR_TRINITY_DN37518_c0_g1::TRINITY_DN37518_c0_g1_i1::g.21860::m.21860	CRFI_TRINITYb_DN22499_c0_g1::TRINITYb_DN22499_c0_g1_i1::g.11921::m.11921
OG0010811	CRCR_TRINITY_DN37519_c0_g2::TRINITY_DN37519_c0_g2_i1::g.21956::m.21956, CRCR_TRINITY_DN37519_c0_g2::TRINITY_DN37519_c0_g2_i2::g.21959::m.21959	
OG0010812	CRCR_TRINITY_DN37520_c0_g1::TRINITY_DN37520_c0_g1_i1::g.21909::m.21909, CRCR_TRINITY_DN37520_c0_g1::TRINITY_DN37520_c0_g1_i2::g.21911::m.21911	
OG0010813	CRCR_TRINITY_DN37524_c0_g1::TRINITY_DN37524_c0_g1_i1::g.21966::m.21966	CRFI_TRINITYb_DN20765_c0_g1::TRINITYb_DN20765_c0_g1_i1::g.21974::m.21974
OG0010814	CRCR_TRINITY_DN37528_c1_g1::TRINITY_DN37528_c1_g1_i2::g.21936::m.21936	CRFI_TRINITYb_DN28548_c0_g2::TRINITYb_DN28548_c0_g2_i3::g.20636::m.20636
OG0010815	CRCR_TRINITY_DN37531_c0_g1::TRINITY_DN37531_c0_g1_i1::g.21980::m.21980	CRFI_TRINITYb_DN26050_c0_g1::TRINITYb_DN26050_c0_g1_i1::g.7211::m.7211
OG0010816	CRCR_TRINITY_DN37531_c0_g1::TRINITY_DN37531_c0_g1_i2::g.21983::m.21983	CRFI_TRINITYb_DN26050_c0_g1::TRINITYb_DN26050_c0_g1_i2::g.7215::m.7215
OG0010817	CRCR_TRINITY_DN37533_c0_g1::TRINITY_DN37533_c0_g1_i1::g.21855::m.21855	CRFI_TRINITYb_DN25611_c0_g1::TRINITYb_DN25611_c0_g1_i1::g.34365::m.34365
OG0010818	CRCR_TRINITY_DN37534_c0_g1::TRINITY_DN37534_c0_g1_i1::g.21968::m.21968, CRCR_TRINITY_DN37534_c0_g1::TRINITY_DN37534_c0_g1_i2::g.21970::m.21970	
OG0010819	CRCR_TRINITY_DN37534_c0_g1::TRINITY_DN37534_c0_g1_i1::g.21969::m.21969, CRCR_TRINITY_DN37534_c0_g1::TRINITY_DN37534_c0_g1_i4::g.21971::m.21971	
OG0010820	CRCR_TRINITY_DN37539_c0_g1::TRINITY_DN37539_c0_g1_i1::g.21893::m.21893, CRCR_TRINITY_DN37539_c0_g1::TRINITY_DN37539_c0_g1_i2::g.21896::m.21896	
OG0010821	CRCR_TRINITY_DN37541_c0_g1::TRINITY_DN37541_c0_g1_i1::g.22003::m.22003	CRFI_TRINITYb_DN2328_c0_g2::TRINITYb_DN2328_c0_g2_i1::g.36026::m.36026
OG0010822	CRCR_TRINITY_DN37542_c10_g3::TRINITY_DN37542_c10_g3_i1::g.22015::m.22015	CRFI_TRINITYb_DN26217_c0_g1::TRINITYb_DN26217_c0_g1_i1::g.15498::m.15498
OG0010823	CRCR_TRINITY_DN37552_c0_g2::TRINITY_DN37552_c0_g2_i1::g.21844::m.21844	CRFI_TRINITYb_DN21378_c0_g1::TRINITYb_DN21378_c0_g1_i1::g.15748::m.15748
OG0010824	CRCR_TRINITY_DN37555_c0_g1::TRINITY_DN37555_c0_g1_i2::g.21890::m.21890	CRFI_TRINITYb_DN3430_c0_g1::TRINITYb_DN3430_c0_g1_i1::g.3304::m.3304
OG0010825	CRCR_TRINITY_DN37557_c0_g1::TRINITY_DN37557_c0_g1_i4::g.21874::m.21874	CRFI_TRINITYb_DN31654_c4_g2::TRINITYb_DN31654_c4_g2_i3::g.36791::m.36791
OG0010826	CRCR_TRINITY_DN37557_c0_g1::TRINITY_DN37557_c0_g1_i5::g.21878::m.21878	CRFI_TRINITYb_DN31654_c4_g2::TRINITYb_DN31654_c4_g2_i1::g.36788::m.36788
OG0010827	CRCR_TRINITY_DN37559_c0_g1::TRINITY_DN37559_c0_g1_i1::g.21887::m.21887	CRFI_TRINITYb_DN28211_c0_g1::TRINITYb_DN28211_c0_g1_i1::g.2900::m.2900
OG0010828	CRCR_TRINITY_DN37562_c0_g1::TRINITY_DN37562_c0_g1_i1::g.22018::m.22018	CRFI_TRINITYb_DN32227_c1_g5::TRINITYb_DN32227_c1_g5_i2::g.27787::m.27787
OG0010829	CRCR_TRINITY_DN37567_c0_g1::TRINITY_DN37567_c0_g1_i1::g.22046::m.22046	CRFI_TRINITYb_DN30683_c0_g1::TRINITYb_DN30683_c0_g1_i1::g.23141::m.23141
OG0010830	CRCR_TRINITY_DN37568_c0_g2::TRINITY_DN37568_c0_g2_i2::g.22041::m.22041	CRFI_TRINITYb_DN18260_c0_g1::TRINITYb_DN18260_c0_g1_i1::g.1158::m.1158
OG0010831	CRCR_TRINITY_DN37569_c0_g1::TRINITY_DN37569_c0_g1_i1::g.22005::m.22005	CRFI_TRINITYb_DN6726_c0_g1::TRINITYb_DN6726_c0_g1_i1::g.35948::m.35948
OG0010832	CRCR_TRINITY_DN37572_c0_g1::TRINITY_DN37572_c0_g1_i1::g.21884::m.21884	CRFI_TRINITYb_DN21753_c0_g1::TRINITYb_DN21753_c0_g1_i1::g.6857::m.6857
OG0010833	CRCR_TRINITY_DN37577_c0_g3::TRINITY_DN37577_c0_g3_i1::g.21898::m.21898	CRFI_TRINITYb_DN3540_c0_g1::TRINITYb_DN3540_c0_g1_i1::g.5079::m.5079
OG0010834	CRCR_TRINITY_DN37580_c0_g1::TRINITY_DN37580_c0_g1_i1::g.21965::m.21965	CRFI_TRINITYb_DN17660_c0_g1::TRINITYb_DN17660_c0_g1_i1::g.2079::m.2079
OG0010835	CRCR_TRINITY_DN37581_c0_g1::TRINITY_DN37581_c0_g1_i1::g.22004::m.22004	CRFI_TRINITYb_DN81787_c0_g1::TRINITYb_DN81787_c0_g1_i1::g.44998::m.44998
OG0010836	CRCR_TRINITY_DN37582_c2_g1::TRINITY_DN37582_c2_g1_i1::g.21847::m.21847	CRFI_TRINITYb_DN12149_c1_g1::TRINITYb_DN12149_c1_g1_i1::g.15884::m.15884
OG0010837	CRCR_TRINITY_DN37583_c0_g1::TRINITY_DN37583_c0_g1_i1::g.21964::m.21964	CRFI_TRINITYb_DN28377_c1_g1::TRINITYb_DN28377_c1_g1_i1::g.11270::m.11270
OG0010838	CRCR_TRINITY_DN37586_c0_g1::TRINITY_DN37586_c0_g1_i1::g.21993::m.21993	CRFI_TRINITYb_DN27820_c0_g1::TRINITYb_DN27820_c0_g1_i1::g.29306::m.29306
OG0010839	CRCR_TRINITY_DN37587_c1_g1::TRINITY_DN37587_c1_g1_i1::g.21842::m.21842	CRFI_TRINITYb_DN23738_c0_g1::TRINITYb_DN23738_c0_g1_i2::g.11014::m.11014
OG0010840	CRCR_TRINITY_DN37591_c0_g1::TRINITY_DN37591_c0_g1_i1::g.21921::m.21921	CRFI_TRINITYb_DN21761_c0_g1::TRINITYb_DN21761_c0_g1_i1::g.6912::m.6912
OG0010841	CRCR_TRINITY_DN37592_c0_g1::TRINITY_DN37592_c0_g1_i2::g.22037::m.22037	CRFI_TRINITYb_DN12418_c0_g1::TRINITYb_DN12418_c0_g1_i1::g.20770::m.20770
OG0010842	CRCR_TRINITY_DN37594_c0_g2::TRINITY_DN37594_c0_g2_i1::g.21939::m.21939	CRFI_TRINITYb_DN26235_c0_g1::TRINITYb_DN26235_c0_g1_i1::g.15427::m.15427
OG0010843	CRCR_TRINITY_DN37598_c0_g1::TRINITY_DN37598_c0_g1_i1::g.22014::m.22014	CRFI_TRINITYb_DN27145_c0_g1::TRINITYb_DN27145_c0_g1_i1::g.6157::m.6157
OG0010844	CRCR_TRINITY_DN375_c0_g1::TRINITY_DN375_c0_g1_i1::g.54493::m.54493	CRFI_TRINITYb_DN71449_c0_g1::TRINITYb_DN71449_c0_g1_i1::g.29872::m.29872
OG0010845	CRCR_TRINITY_DN37601_c0_g2::TRINITY_DN37601_c0_g2_i1::g.21850::m.21850	CRFI_TRINITYb_DN24560_c0_g1::TRINITYb_DN24560_c0_g1_i1::g.44641::m.44641
OG0010846	CRCR_TRINITY_DN37611_c0_g1::TRINITY_DN37611_c0_g1_i1::g.48487::m.48487	CRFI_TRINITYb_DN23532_c0_g1::TRINITYb_DN23532_c0_g1_i1::g.4547::m.4547
OG0010847	CRCR_TRINITY_DN37614_c1_g1::TRINITY_DN37614_c1_g1_i1::g.48571::m.48571	CRFI_TRINITYb_DN25317_c0_g1::TRINITYb_DN25317_c0_g1_i1::g.16152::m.16152
OG0010848	CRCR_TRINITY_DN37619_c0_g1::TRINITY_DN37619_c0_g1_i1::g.48498::m.48498	CRFI_TRINITYb_DN32623_c6_g4::TRINITYb_DN32623_c6_g4_i1::g.39083::m.39083
OG0010849	CRCR_TRINITY_DN37625_c1_g1::TRINITY_DN37625_c1_g1_i1::g.48470::m.48470	CRFI_TRINITYb_DN19736_c0_g1::TRINITYb_DN19736_c0_g1_i1::g.6743::m.6743
OG0010850	CRCR_TRINITY_DN37628_c0_g2::TRINITY_DN37628_c0_g2_i1::g.48461::m.48461	CRFI_TRINITYb_DN16651_c0_g1::TRINITYb_DN16651_c0_g1_i1::g.16022::m.16022
OG0010851	CRCR_TRINITY_DN37629_c0_g2::TRINITY_DN37629_c0_g2_i1::g.48562::m.48562	CRFI_TRINITYb_DN16590_c0_g2::TRINITYb_DN16590_c0_g2_i1::g.27528::m.27528
OG0010852	CRCR_TRINITY_DN37632_c0_g2::TRINITY_DN37632_c0_g2_i1::g.48557::m.48557	CRFI_TRINITYb_DN26156_c1_g1::TRINITYb_DN26156_c1_g1_i1::g.29517::m.29517
OG0010853	CRCR_TRINITY_DN37633_c0_g1::TRINITY_DN37633_c0_g1_i1::g.48550::m.48550	CRFI_TRINITYb_DN23103_c0_g1::TRINITYb_DN23103_c0_g1_i1::g.26624::m.26624
OG0010854	CRCR_TRINITY_DN37640_c0_g1::TRINITY_DN37640_c0_g1_i1::g.48444::m.48444	CRFI_TRINITYb_DN24775_c0_g1::TRINITYb_DN24775_c0_g1_i1::g.26046::m.26046
OG0010855	CRCR_TRINITY_DN37650_c0_g2::TRINITY_DN37650_c0_g2_i1::g.48450::m.48450	CRFI_TRINITYb_DN15774_c0_g1::TRINITYb_DN15774_c0_g1_i1::g.8298::m.8298
OG0010856	CRCR_TRINITY_DN37652_c0_g1::TRINITY_DN37652_c0_g1_i1::g.48545::m.48545	CRFI_TRINITYb_DN36527_c0_g1::TRINITYb_DN36527_c0_g1_i1::g.2222::m.2222
OG0010857	CRCR_TRINITY_DN37654_c0_g1::TRINITY_DN37654_c0_g1_i1::g.48447::m.48447	CRFI_TRINITYb_DN22250_c0_g1::TRINITYb_DN22250_c0_g1_i1::g.17852::m.17852
OG0010858	CRCR_TRINITY_DN37657_c1_g1::TRINITY_DN37657_c1_g1_i2::g.48468::m.48468	CRFI_TRINITYb_DN26650_c0_g1::TRINITYb_DN26650_c0_g1_i1::g.37727::m.37727
OG0010859	CRCR_TRINITY_DN37660_c0_g1::TRINITY_DN37660_c0_g1_i3::g.48453::m.48453	CRFI_TRINITYb_DN10213_c0_g1::TRINITYb_DN10213_c0_g1_i1::g.25042::m.25042
OG0010860	CRCR_TRINITY_DN37663_c0_g1::TRINITY_DN37663_c0_g1_i1::g.48422::m.48422	CRFI_TRINITYb_DN24344_c0_g3::TRINITYb_DN24344_c0_g3_i1::g.37540::m.37540
OG0010861	CRCR_TRINITY_DN37665_c0_g2::TRINITY_DN37665_c0_g2_i1::g.48530::m.48530	CRFI_TRINITYb_DN14714_c0_g1::TRINITYb_DN14714_c0_g1_i1::g.45661::m.45661
OG0010862	CRCR_TRINITY_DN37666_c0_g1::TRINITY_DN37666_c0_g1_i1::g.48539::m.48539	CRFI_TRINITYb_DN23519_c0_g2::TRINITYb_DN23519_c0_g2_i1::g.4506::m.4506
OG0010863	CRCR_TRINITY_DN37667_c0_g1::TRINITY_DN37667_c0_g1_i1::g.48546::m.48546	CRFI_TRINITYb_DN2980_c0_g1::TRINITYb_DN2980_c0_g1_i1::g.18336::m.18336
OG0010864	CRCR_TRINITY_DN37669_c0_g1::TRINITY_DN37669_c0_g1_i2::g.48463::m.48463	CRFI_TRINITYb_DN32669_c1_g1::TRINITYb_DN32669_c1_g1_i1::g.39352::m.39352
OG0010865	CRCR_TRINITY_DN37669_c0_g1::TRINITY_DN37669_c0_g1_i2::g.48467::m.48467	CRFI_TRINITYb_DN32669_c1_g1::TRINITYb_DN32669_c1_g1_i1::g.39356::m.39356
OG0010866	CRCR_TRINITY_DN37670_c0_g1::TRINITY_DN37670_c0_g1_i1::g.48469::m.48469	CRFI_TRINITYb_DN23396_c0_g1::TRINITYb_DN23396_c0_g1_i1::g.33014::m.33014
